twitter_handle_id,COUNT_OF_TWEETS
1185757551079706625,68
1336877384004407296,68
1252165525565779980,68
1252998338045247492,68
1305975770280587264,68
1021643080208801792,68
1070247376722501633,68
1057622011395084289,67
1231821805175951362,67
1306990499610451968,67
2491275212,67
19290355,67
991921938334343168,67
486575899,67
1360235980326854656,66
1346661512639893505,66
1296731368529883136,66
1365791501830209542,66
44336976,66
1903978172,66
30325257,66
1070194403900354560,65
800223205,65
1365634368086106112,65
1313962955428429824,65
1356471565110497283,65
410377944,65
1273011197634383873,65
711453394192437248,65
902353988720312321,65
1430715836,64
396288208,64
1316434324208656387,64
78587623,64
1213203607618650112,64
1367889933382262784,63
431500796,63
1360230705217892358,63
1177852053726486529,63
1334050840101875714,63
288533666,63
897577030476324864,63
67109577,62
1364692440372957185,62
1131887015438508033,62
1287521882472886272,62
214134218,62
514097443,62
1346528458592178178,62
22306628,62
2360295679,62
2286029743,62
1278871625530847232,62
1366787880841064453,62
170910973,61
1247624103869026304,61
980882054257823745,61
1023865034,61
1292219394089799681,61
999092955448266753,61
1071116798638997504,61
15397812,61
1350430087980711936,60
1359789836203413506,60
1159594297467002880,60
869333058876559361,60
2440678003,60
975777005433245696,60
1219240748870033411,60
2721671011,60
51073409,60
1316749570093785089,60
1365001305782116357,60
902538324740472832,60
230402315,60
935204671559536647,60
892456671682887681,60
461064017,59
1356653456002605067,59
957784853889470465,59
2324710218,59
33861289,59
1210206854111989762,59
1300902578872635392,59
1234052845948764160,59
2921622873,59
19341391,58
1295265138212249602,58
1360938912940576769,58
1147661495280390144,58
43059015,58
1365961470429835265,58
1336199918340325377,58
1363435461700710400,58
1082539245032620038,58
774273192395280384,58
1042040886358626305,58
3771092176,58
145758801,58
1103370981148643329,58
1361219617629339652,57
1319005666661388289,57
1279650530944413696,57
1011757666484379649,57
1062158712905887744,57
1362638684911267841,57
1331440057660502016,57
1174540341203980289,57
1278614528,57
1257523006584258560,57
89955122,57
1105237963426816000,56
2237788667,56
983019927761072140,56
1867521031,56
1107958211473260544,56
903024365436108800,56
1365408596784263171,56
1318207726200233985,56
1319161570954407936,55
1327720929615630343,55
416158582,55
973844294019694593,55
1344124412040278016,55
1318518101785399297,55
818377170,55
1369076214204428290,55
1354508909063630849,55
137141050,55
17757005,55
993530753014054912,55
35618438,55
958118843636854784,55
995802800339726336,55
1176036260843929600,55
1101881431557468161,55
147154958,55
904488060464791552,55
1260389163251036161,54
1362617986419425282,54
1194984822,54
1334199400818634759,54
1347125529745362944,54
2242401187,54
1281008180781252608,54
944716428854341633,54
1335700545290440704,54
1293062973179781125,54
1287520477229981696,54
2781365071,54
1138531014,53
401117536,53
893305069059403776,53
14717442,53
932621560992747521,53
1279635362898419712,53
58410144,53
1253155553104330753,53
944462285573099520,53
258494550,53
258071605,53
950298994713952257,53
1360663216230174721,52
1334067147429928960,52
1650601393,52
1062761907764031489,52
1347227036482301952,52
1365240105036898304,52
1364655450147463168,52
1007967448564412417,52
1368132036196700160,52
1281158168496619522,52
782946231551131648,52
26932436,52
925593616751271936,51
1309827420841598976,51
1313487233400307716,51
1351246728045891584,51
1358025527559413761,51
1309216939592556544,51
1339630871893127169,51
946431618444677120,51
1207739510139867139,51
1138787349662523398,51
518037535,51
1281164247267979265,51
1731828008,51
1279550453601222656,51
1348561739277889539,51
1350065150452133888,51
1287952864585764864,51
175960015,51
883113423185350656,51
129935623,51
1256257821265534976,51
1367192826103013377,50
1342105170453270531,50
48938378,50
1299604439368523776,50
1364528696057597952,50
1327850048172871680,50
67167733,50
1098677626019958784,50
1201743208113303553,50
1287548612390526976,50
1358008342065672193,50
1024261627766550528,50
34907260,50
1201927687473942530,50
1325369859346108416,50
1281008323681292288,50
921153024105631745,49
1360917004002201601,49
248973133,49
2179461656,49
1360994194450489348,49
945716745192574977,49
1018522689873555457,49
820948432902909952,49
1178503185545084929,49
820252180796100608,49
1168192787990425600,49
207987558,49
1329482414893064193,49
1328907437009641473,49
1280185742225027072,49
1168795640064819200,48
739902898943954945,48
1184120188180021248,48
2168159538,48
919134863445430275,48
1325121400563101696,48
1281004047982407680,48
1287706602179461120,48
1097654274341904385,48
1337414953255366662,48
1281006207747194880,48
1313489031771172865,48
1338442720163983360,48
3244112520,48
459138400,48
1287469750306537473,48
1204516592010137600,48
1367995338552905728,48
1327921479133040640,48
1284671370362851329,47
772512372934242308,47
932466435690979328,47
2323595696,47
1320944360620355585,47
1341326732922646531,47
932126280547409920,47
1287519556622102529,47
936907316820983809,47
1113615132838510593,47
1369278172475367424,47
1232014718090534913,47
1195374544044875777,47
818159624528531458,47
1293019288647995394,47
2331472560,47
1308238634852605953,47
1278367011588931584,47
972803523866955777,47
1360367831112577026,47
1287493112374480901,47
1349785625319284737,47
1279651075717562368,47
102565346,47
962332762270179328,47
1312764379012579328,47
1345727073466392579,47
1158405937612197888,47
54802749,47
1367792274848047110,47
1248533341223215104,47
1363569469289869315,47
1087740956336631808,46
1346799989691985921,46
924552495757774849,46
884767792997711872,46
1068486886077988864,46
776724971502444544,46
1365539491272740865,46
1334060749992255488,46
1369101350282297349,46
1337318562420191233,46
904700529988820992,46
1286541186,46
1013940657767903237,46
1346453212572897280,46
1156606420747464705,46
577795812,46
1361517239321710605,46
1351301413041799169,46
1332207255102521346,46
1347619724771913730,46
1334857066062770177,46
1361744996530065411,46
829836311993470978,46
930100289956401153,46
1354791357085310982,46
746059828250943488,46
255250285,46
1324692528663162881,46
1324687196578746370,46
1287470197872492544,46
1332995444880801794,46
2163272874,46
1369517116756533248,46
1367374153695686656,46
1305468875014774791,46
104809341,46
868363042542596097,45
133951113,45
1353289876796563456,45
1369458468403503105,45
953027319211454464,45
1344464321934462978,45
1620115130,45
1362361712494706688,45
1363090898461032448,45
1304166174238834693,45
957734529371983878,45
2402535456,45
1287469418868482049,45
1347613815723220994,45
1954873273,45
1184626340923879424,45
1362124680400936962,45
1347623191812976641,45
1350774500774785026,45
1285324190153764864,45
1287520827685183488,45
1340932618934599682,45
270638947,44
943367964467675136,44
200025984,44
873312926,44
1040657298803159040,44
1362268462714773505,44
978732571738755072,44
964026162639966208,44
810817773366611968,44
1353814132324241408,44
1233165749302198272,44
1287470091957940226,44
957999694847905792,44
1287549433836601347,44
2272240838,44
986367046526128128,44
708578855007576066,44
48471517,44
4845096202,44
1347621188965695489,44
1093243868294696960,44
1323657194143973378,44
743700121997578240,44
1192221279698505728,44
1278265378142068741,44
1214827170956103681,44
1211357388546068480,44
1310639678882709504,44
1235831127585067009,44
1287549689617764352,44
1362816348976472067,43
1297909903462473728,43
1114113134057459713,43
967021881705553921,43
1359483955695681538,43
1305053485835186178,43
1356328390463131648,43
1358447593953644558,43
1098982333,43
1326855741563678720,43
1336189020364214275,43
1278222979214671873,43
1287469874810363911,43
740752333,43
1278234274127364096,43
1278223342743543808,43
1159724884357976064,43
2811966313,43
1287506410461433861,43
1282771455881740290,43
1362850098426896385,43
767397110996164608,43
1279558265169309696,43
1238090617760239616,43
1279572255492788226,43
1070762267526991872,43
1216302985594015744,43
1869280423,42
1109277855408680962,42
35825117,42
390399332,42
408126877,42
4341987613,42
899400132176859136,42
187055078,42
1279547824393187328,42
1353855271832080385,42
1364304304669134858,42
964509552732405761,42
978354792929091584,42
1278220372974895104,42
988884489207152642,42
1358148271093387264,42
874564226848886784,42
1288788894121693184,42
1336327041990344708,42
1363033956782927876,42
1364395945006428166,42
936648250404298752,42
1349316195619491841,42
1178510677763182592,42
1287521339012550656,42
1183651408081555457,42
1363033564602802181,42
1267773564352069634,41
1315293342339665920,41
1173949273630593024,41
3040716687,41
999002076842782721,41
20374262,41
1281163404267319297,41
1341470712708517888,41
50162350,41
46920531,41
1287521376811642883,41
3068690196,41
1192700412257812480,41
100021287,41
1287540202710409218,41
16145086,41
1328910583194914825,41
2797403191,41
1325065250039717888,41
1366791220303912968,41
1364820221035487232,41
1287492992933265408,41
1278366404970983426,41
1357353200790159360,41
1052587017643675648,40
1312434715329130496,40
1251787562676445185,40
325624322,40
1274921741827969024,40
1325972408948428801,40
1128801502863253510,40
1293372107351498752,40
22926731,40
755938764791357440,40
1042828847920513024,40
1233449671907053568,40
1283195991181541376,40
1354908043603939328,40
1132302208945532928,40
3318810476,40
1365421924583677957,40
1349770535958417411,40
1353351488207282177,40
1090068803562684419,40
1346712911813758977,40
862971185298100224,40
971511358129831942,40
903607948672360448,40
1338068484685754370,40
950202968464388097,40
956858681739669504,40
1033739483609481216,40
1279539334606094338,40
1367211709585358849,40
14911539,40
920644726809915392,40
884022229,40
1122523411337449472,40
1249723765321281539,40
1325172304444153858,40
943942258314956801,39
295229245,39
712039574646689792,39
1360561251659575301,39
1206529821137879040,39
886394846,39
18292639,39
72130122,39
100895378,39
1272066755070849025,39
943504961748590592,39
1368898811880296449,39
1127309385791885313,39
1125117392,39
1319992063904129031,39
894931298397061120,39
22495289,39
3224463214,39
969181213020712960,39
1266264304249999360,39
914462382700851200,39
1355977411872124929,39
1268747480105201667,39
20507570,39
1351088819798474753,39
3340228033,39
2416489903,39
1224034974074011650,39
726868178920415232,39
1235077554475847680,39
1333125720839634944,39
956338258845323264,38
1873486268,38
1346135950816997377,38
1352529512383320064,38
1334433304842530822,38
1353149753844883459,38
1171799594868584448,38
1368662632757157891,38
1350643229859983360,38
1001339179983192064,38
1289655431632228352,38
950729214973669377,38
1359160167162667020,38
2960032525,38
905813832064368641,38
1244422231,38
1283708483716567041,38
1280040720531968000,38
342045068,38
1287521209618436096,38
2892043241,38
747550175925800960,38
1333115682066612225,38
1350086514017898503,38
1009478460195196929,38
511906596,38
1163052696800235526,38
1060543868217765888,38
1325909144868593664,38
1351983222284959745,38
1316372941689421824,37
1344931742755405826,37
1026020741156728833,37
1331188360157618176,37
1186079218481815552,37
945653261431910401,37
13127632,37
115516978,37
1337839312298070016,37
1312023625336147973,37
1085082680394375168,37
1321001448289800195,37
1287521181294301186,37
1183264963701293056,37
183036873,37
1350229792398819328,37
1355179659521126409,37
2148621167,37
1096035827505905664,37
934775377179881473,37
146008010,37
993104404294356998,37
1366871042988249090,37
1225300995950825472,37
1257366019900936198,37
924151992,37
1212916283936653312,37
1361330621272973315,37
1349987776939360258,37
1308082562150129666,36
1156750890520342529,36
1315225557689405441,36
1362283527954337796,36
132923326,36
962316852469911552,36
1344336797329985538,36
967859267352059911,36
1177266922271850497,36
872098593687121920,36
928958737,36
1116414352163311617,36
1339995460078059522,36
1279652270125219840,36
1303994408463814656,36
1343583771619184640,36
2938781688,36
459759609,36
907205244001574912,36
263016147,36
910830632279924737,36
1172632615393865730,36
953559767242498049,36
899593250620678144,36
1331955717293699076,36
1353773819169824768,36
1356628914169331718,36
1320750822829993987,36
1161258014248230912,36
114845234,36
1279523503402815489,36
2504876827,36
950833520909447168,36
946997471946924032,36
1178649066374406144,36
1336171245834915840,36
1323349214944927745,36
4843388048,36
1366117578356252676,36
409640111,35
53462980,35
1360678801642909698,35
1340537370232332291,35
1350217797092036610,35
1193208855116877825,35
1366054031618113546,35
2913769696,35
1316884995894632449,35
3119249253,35
1313579035805528070,35
2916277636,35
1367376519778172930,35
104119607,35
1331496048351535105,35
975407702108266496,35
1341730691885756420,35
774319775904370688,35
1000531264980434944,35
99162900,35
66530334,35
938432473939275778,35
950047779509932033,35
2321928620,35
1315134393460158467,35
913718040730185728,35
1148433146330767360,35
1359268841298284546,35
1101546441326149632,35
1069887133815578624,35
995825037902012416,35
1332476219644776448,35
763412134495522820,35
1139302887765549057,35
1201485718465454082,35
107425355,35
125166819,35
1572616332,35
1352246643857395720,35
1348349715377770497,35
1357934061273104387,35
1345739591010148352,35
1333087337245392896,35
1027886367672397824,35
932165617393823744,35
1287492493584420864,35
857830862,35
1151772597723500544,35
1189585362450092042,35
1157712597787074561,34
1349866547846660099,34
1195950402874658816,34
1342035869004308480,34
1336302614611365888,34
1366917976453242880,34
1359861006277566465,34
1288961465668558849,34
3066068488,34
1071364126960746496,34
1364014167175405569,34
1179247844324040704,34
1219580717291790337,34
1301139911249190912,34
1060882843650351105,34
593712819,34
1358217759247728643,34
1315364186097168384,34
1352413811215654913,34
483843832,34
1237514939960643586,34
1363800079925133317,34
1334056526265393157,34
1267593304184467456,34
1027584103825137664,34
75796825,34
1362111846568906752,34
946052851695894528,34
1045700375997747203,34
1281007607357079556,34
1353444426597740545,34
1291182039102873600,34
747364399,34
2530835306,34
2355418377,34
1302032140163522560,34
955920554325872640,34
1000114829645041664,34
1365048047177261056,34
1364775521666572294,34
1313383267433930752,34
1349395228784996352,34
1359896689130283010,33
1140623305008975874,33
959721012467179520,33
65969042,33
1354866889374093316,33
1266483556676767745,33
1361474055577034756,33
1154478205090353152,33
1353096595684937729,33
978886149941940224,33
1227994572099334146,33
1174134212183678976,33
1174481144122937354,33
1110580581656485888,33
798340967455596544,33
993342563279978496,33
2422590972,33
1040102481546674176,33
1325161902054334465,33
1319144369262387201,33
1158354130995425280,33
1238791546411106305,33
1353254484663803906,33
1362649794804613136,33
887175892224663552,33
1151117710421569537,33
500296813,33
1363794791318884352,33
19109841,33
1325060602033659904,33
1094308218417831936,33
896041345831317506,33
976400847692156929,33
2264319330,33
953167426539151361,33
765833242859700224,33
47467379,33
1343930247180414978,33
2711212681,33
1025967921472786432,33
944030034984968192,33
1154001067534774275,33
168636362,33
1241310652100227072,33
25762392,33
1257762997197582336,33
1693493964,33
1177254110,33
818132218841276420,33
703947470481391616,33
10133922,33
1364250665434951680,33
1239587509992128515,33
831335577932877827,33
831030768314916864,32
1038131072834437120,32
1305739224327401473,32
1279707556445855744,32
1306600086927859712,32
1228639526417051648,32
93214533,32
3013354176,32
168113422,32
1118299292593033216,32
1364416184020467713,32
1333459923544338432,32
2711416089,32
1146198333951754240,32
711922588939915265,32
1329319778746396672,32
201407543,32
1368700930410098688,32
1322560509854568450,32
2230761037,32
3134716842,32
42471053,32
885979695937765376,32
1362203594506842112,32
1035454239441657856,32
1303713480,32
934296569293213697,32
923180209741824000,32
72515407,32
912891821541543937,32
1121321245763485696,32
1311000239323729920,32
1208096430616915974,32
1099915012037099521,32
56562803,32
878722935418224640,32
1309190778892288005,32
1342843771419947008,32
1080083448637898752,32
1333105941277978624,31
1353734936440819718,31
1314550047745376257,31
1163044553428881410,31
1363092161789583363,31
380562043,31
1125524604049678342,31
807437984190513152,31
1182428458414202887,31
408590934,31
1308154417988993030,31
2467097042,31
870626353,31
945537935058919425,31
138594868,31
336257832,31
2420800811,31
1291743301129908231,31
1255776443570757632,31
1331229832827478017,31
958314181781946368,31
971586956,31
1340672288073670659,31
1229829768469598208,31
944906917,31
1081436112722280449,31
1357639957700091906,31
1349825899458387971,31
964303000733995008,31
888729714105307136,31
866252706322755584,31
18264574,31
3029990465,31
1366888284094357507,31
1034720775398457344,31
732062069588000769,31
1345445997586100226,31
837132798091640832,31
736004290532233216,31
1293495342357516288,31
1001108218783903744,31
4614318034,31
3696215239,31
1359521149324042241,31
1277419603757461504,31
1287492303192555521,31
301726587,31
1355989609226919936,31
1287520974859120645,31
1324210918285209600,31
1362837767206539265,31
962043424953155584,30
922744763157118976,30
1337723899371515904,30
1156949074387623936,30
1343190779666296832,30
4670706252,30
1353238134218080256,30
1369819208507400197,30
1305908738,30
267950505,30
1330646628777091073,30
1328097643029991425,30
336887218,30
1363088157823139846,30
1330543250130800651,30
710292076714450946,30
1193777413701824512,30
983317355899031552,30
1247179874722144257,30
965467027707191296,30
1346561445954109440,30
2732529079,30
394245051,30
1181665229442297857,30
1564429112,30
936617449448804354,30
1265019911522353152,30
1368040461848481799,30
798788069306445825,30
2150123534,30
1361743498932854788,30
1354915591048540163,30
806818743217045504,30
1155998361956171777,30
1303395304767709184,30
178033021,30
853479478462480384,30
1366893133770842113,30
986791268025094144,30
984247261730189312,30
81689408,30
134747186,30
220809937,30
16160335,30
800783709817290752,30
79309756,30
132428092,30
126557214,30
1360180607574278148,30
330403899,30
1081942202203492353,30
432003957,30
779706763583090688,30
1243911593257308163,30
2272709510,30
1330385003298119681,30
1279072319990902784,30
1367478190168506369,30
1043138606,30
1357767549249814534,30
1637282905,30
1177607088039747584,30
971739882874839045,29
1026758528168538112,29
958016244753534976,29
952351026392125440,29
51022703,29
1347321814360403968,29
3337356783,29
999761830611443712,29
1256673808846651402,29
1231071694673940481,29
139510060,29
1313821506376523776,29
1274286589913546752,29
2689936137,29
1346354386520293377,29
915931009585000449,29
837656060,29
100590875,29
15816811,29
1228819831853658113,29
852807192,29
1353759498310209536,29
1346770417525125121,29
1102547389427183618,29
2242674865,29
1270906326823186432,29
1231871507757813760,29
1247136902802583553,29
1231657853103927296,29
1136344237463654401,29
1273991249389924352,29
1354247339326664705,29
2337724718,29
131649303,29
163134415,29
1354990286888456194,29
965315037006098432,29
1358552919474323459,29
189975837,29
1014469612648484865,29
1362721514282491908,29
1314952048463544321,29
1237038106857136133,29
1321582212102250496,29
1359911401800814594,29
1356736660386557952,29
1200330399102197761,29
1180510326632042497,29
1364916869673713664,29
1138556573800775680,29
1362102141993832451,29
211962074,29
3297836404,29
1368517974013976578,29
1367250865137070089,29
1350533404140449793,29
3123730607,29
1346509734606737414,29
274334177,29
438262278,29
978010301697331200,29
744027962605969408,29
1129829687860109312,29
303292706,29
1350851760366129153,29
815146369258287104,29
1318056444042842112,29
1343189277123911686,29
1297585783218540544,29
1324699973686943751,29
1275025799855276032,29
1051902158302572545,29
1324418401154945025,29
1243428624373444610,29
333333504,28
1073103939753660416,28
992711335740878848,28
1283845505609543681,28
1027237083683803136,28
274754244,28
946871043754528770,28
1110137372757372929,28
1359388543139811331,28
1362209550,28
471701014,28
1355032687623294977,28
1341156363037249541,28
1344396188905140225,28
313194601,28
726987870079078400,28
14912604,28
38724013,28
1332350535395995649,28
1271706768691757059,28
1297121288008298497,28
1271700762817511424,28
2858080818,28
1100696147528765441,28
4048493201,28
1020342489759154176,28
1216902990617026565,28
944107536021458945,28
1308482490122809350,28
1181966970897518599,28
33269885,28
75185146,28
549418146,28
724871033828872193,28
1150304574064005120,28
1280988744749891586,28
1279313378859790336,28
300045480,28
241664456,28
1395559832,28
1325084255395966978,28
1357632487497809922,28
875324072640565250,28
1085021266136883200,28
1331103744935673857,28
1053832216780910593,28
1149028315191291904,28
1319160882585239552,28
1297569246789148673,28
1335968519482200073,28
127807046,28
910120075637686272,28
1338869360,28
743490797610405888,28
19535322,28
1334839075753353217,28
1107560580393644032,28
11276282,28
962273713562537984,28
1631591418,28
3092326619,28
1134509828,28
2255814462,28
3145317114,28
1081213249016786948,28
1251418519490699269,28
105178080,28
1180429299750326272,28
619983877,28
1106936795118387200,28
1257321876184903684,28
449766264,27
3818974275,27
1261638839812206593,27
955054477933010944,27
1370764518477852675,27
1254815265822519296,27
818305790801051649,27
1261735437145694208,27
1339856460558155776,27
1331604396204027913,27
1367818583120691204,27
917677635274031104,27
1362197155893694464,27
1315346977996132353,27
1298639956814917632,27
1333690986518749185,27
4832998059,27
175576617,27
73394260,27
2421561956,27
1174308574622707712,27
1285294617043193856,27
868758118112669696,27
864393238123343872,27
3025158466,27
1025075253494595584,27
1368236039727239172,27
1112816611227066370,27
251427634,27
1302863690597896192,27
3428358964,27
1066162168125685762,27
953651301912494082,27
260785325,27
12679762,27
1208621831328018432,27
1260679323436138503,27
940960926890647553,27
1306331443732201472,27
968880161675448320,27
1362510002561425409,27
265207297,27
1057963470044491779,27
1368239630349402112,27
801229752182902784,27
762149270317207553,27
1077231465002356736,27
1369060977237401604,27
1090701896745189376,27
15221598,27
1064374697138114560,27
1336191910466076672,27
244647486,27
1108372505914425344,27
1208775348713861123,27
1258746640082579456,27
1363177231162474502,27
791032643827695621,27
144225581,27
1355245347279400962,27
3121654532,26
734501936679006209,26
84494958,26
1298281177032212482,26
2989252931,26
1327481282230677504,26
1184401221643395072,26
1052756564459905025,26
1933358306,26
1291295179,26
100192104,26
1128570445865865216,26
867377605942665216,26
1192250559983570944,26
613032401,26
277527703,26
1303942734453985280,26
912943588903837696,26
1188242707585650689,26
725472022910918656,26
1339458797308297216,26
2915702464,26
854018740182188033,26
998997930508861440,26
3168191809,26
1368954712603516930,26
1314914106500055043,26
99824589,26
1268294621748174848,26
908463405975007232,26
1319352986884243456,26
1293646542818222083,26
751112814136266752,26
1094811551305936896,26
972429318461804546,26
2418660171,26
1215655963107254272,26
2207129125,26
1098566117746913280,26
1121030254393536513,26
1301973590313701385,26
2288889440,26
2564999060,26
1351350817102520322,26
933113704366903296,26
462274812,26
425089923,26
14394300,26
1298925631976222720,26
1224969887858163714,26
179789254,26
1140725219050577922,26
3021372352,26
1365439953543438337,26
1306891255096385538,26
1272228375210463238,26
1256622532922413056,26
353757298,26
2956109159,26
1036825933720768513,26
867733769251430400,26
1288173431528263681,26
225852782,26
844641776,26
44946519,26
1034478294677250048,26
1356310444894466055,26
68532712,26
912026702787645440,26
160763636,26
1035861392941895680,26
57745589,26
1122519958548774912,26
3234012637,26
1354050777594130432,26
1306588222005231623,26
2399103738,26
1125345616152997888,26
2420411941,26
997232321328709632,26
1349253887530733573,26
42590499,26
535424917,25
