twitter_handle_id,COUNT_OF_TWEETS
956173581108629504,5
245146183,5
1355892722792456195,5
2860101928,5
1296118887235362817,5
6987882,5
3818056661,5
80089048,5
1003173203986923526,5
1331792516925042689,5
968044339069902849,5
1199365473122566144,5
1361942921168048128,5
438100235,5
1271840642692517889,5
62158649,5
1284527082966519810,5
153396300,5
704476690139885568,5
130199886,5
252687671,5
788994,5
1194075081929981957,5
1328489028547608576,5
1173165519681331201,5
1361463779918282757,5
2358835273,5
1021339378466148353,5
90995006,5
1534008092,5
255945378,5
43948487,5
1359587223138623488,5
74662767,5
1336323412428423168,5
897652496461680640,5
1681583070,5
9696162,5
862714794,5
2836765512,5
2400030276,5
2307190704,5
954986872987516930,5
1016325104026968064,5
875851407122993152,5
1025113070933356544,5
710573,5
148674279,5
837471404287143936,5
1357450413243564033,5
912678987150823426,5
1367866324010033157,5
100567968,5
1342634481807572993,5
236218125,5
248980142,5
1345636859079176193,5
1322133189222002688,5
1318094433489965056,5
2832107545,5
1351624993763954690,5
1271683356237811713,5
36640795,5
1283787323507974147,5
624766674,5
1220389845647929344,5
1310683973622927369,5
895254960530636800,5
1369524767263498241,5
1363581226376921089,5
1105972484426227712,5
15911309,5
22243120,5
23016054,5
967584470,5
296090920,5
1184294344984952833,5
59425994,5
2867451961,5
137436104,5
1358793280520155137,5
563360986,5
861058628,5
69870171,5
125962505,5
951285021557616641,5
7261462,5
845906647348396032,5
1347705305648521216,5
1264952486949007360,5
1080114686916407296,5
1366971368332533764,5
2742168764,5
1082843426096242688,5
1249819606245507072,5
1322478131165433856,5
1332134721938206721,5
1301866683045355520,5
1303340922902581248,5
1150644076565487616,5
949519549757644800,5
237004787,5
1336726058335408132,5
876457592,5
1157348276464582656,5
1350039736908455936,5
1261556561702531075,5
26706077,5
1367130823212867589,5
1360568463660638208,5
2621283697,5
944617857454886923,5
1350811171763445766,5
1367880628461395970,5
873804967446007809,5
758115726750158848,5
991672481160286208,5
1361303847902212106,5
1276263342978617346,5
944280278209646592,5
2338229497,5
588477309,5
1368053984376672259,5
940221341633986560,5
1235566994289602560,5
913275663544487936,5
955284976098004992,5
1274536555726557184,5
216877746,5
578071545,5
452454814,5
1201769469338669056,5
54653280,5
40889009,5
1189645183698329600,5
928703284944220161,5
1364442504024625158,5
1331644555742105600,5
118116512,5
15814390,5
940265036,5
1023079270422171650,5
1882319564,5
2342192722,5
575189378,5
4724783755,5
1316772467222831104,5
897725121070333952,5
569702596,5
1247992532891586560,5
1305525496382468101,5
1123850490763202560,5
1095383089314811904,5
1105465396579192832,5
1368232501492158468,5
1364265514713812994,5
724908312953757696,5
1363098540671700998,5
537175623,5
783938742352547841,5
20953874,5
3167924584,5
999170716934262784,5
1201241038561656834,5
2504492407,5
1305559825401737217,5
33829224,5
1402998878,5
1347644327409934336,5
1355298019260977152,5
1039437232694808578,5
1109457059546890240,5
2564913972,5
960513587524456448,5
403142701,5
1313427136062119937,5
1120002535849254913,5
1366066495856513024,5
16630362,5
1360197930280497152,5
318343671,5
854766044912787456,5
985950136177250305,5
1336954891445497857,5
1284170384246366209,5
919624336755085314,5
1077574328189968389,5
943676848692703233,5
285215642,5
55663500,5
1310551650138877952,5
1279611684756377600,5
1368358046842298375,5
123550126,5
1079091860910395392,5
3025777607,5
17810181,5
1355441947272351744,5
957854786770161665,5
1098289923394809856,5
1299792420,5
1319311748764192769,5
3981205311,5
131589393,5
988152601416888320,5
1368319247659786242,5
1363797646121394184,5
1267830257144348677,5
936093247675486209,5
1308747739434487809,5
1239398669369004034,5
1115854146840735745,5
752567700719677443,5
1276228952340615169,5
76758765,5
1038309690025955329,5
2236837692,5
1297433048091418624,5
1033586716060184576,5
1192662766194180101,5
1295678563610439680,5
1283812877841969153,5
1257275366609166339,5
992497916467085312,5
1321953288313479169,5
1360985992648413192,5
2159099744,5
1350437693109530624,5
720915640471539713,5
4458765736,5
965781010221645824,5
1367084222343753730,5
1367828683117969409,5
1362648599973138432,5
1302421716514332672,5
366874688,5
1324043567652884481,5
1362262158122184705,5
747579166325899265,5
1841912426,5
1367555477408735233,5
1369233032226496512,5
562588313,5
890105086914985984,5
1319361284236689408,5
1211793952770125824,5
1313355233502916609,5
19284888,5
1303266669628801024,5
1366971437974650889,5
1306948480779407360,5
1319281631954255875,5
17602514,5
185741970,5
1275814971499307009,5
1367457323673788417,5
1365956669973422081,5
1155679364794724353,5
1366403330847735809,5
996073706794303489,5
719875742692151297,5
44083334,5
1351043814962716672,5
1313692992,5
1367596636894027783,5
1098966645807079424,5
341434035,5
1158788868520333312,5
315412691,5
240785963,5
1105863349,5
1345690819521433600,5
19929919,5
2187872606,5
1346023512402747393,5
4216607115,5
4812996564,5
53073144,5
1363184264796381185,5
1297794135122829312,5
1321937701495545857,5
1281790283466682369,5
1290666281759375361,5
543483223,5
1280870869506625536,5
1352761308337344513,5
90573736,5
94850888,5
966061547641450496,5
1103384325611913216,5
1178216359534174208,5
1205528628747849728,5
1190820461149450241,5
1105344635918934017,5
1309109846101327875,5
1026379086443241472,5
937833873328652288,5
1161330249046429696,5
2561610723,5
351985682,5
17214993,5
1362143985914044422,5
765446384103268352,5
1305964278881476608,5
952602841641897985,5
1366124470897946624,5
999923604102889472,5
39259469,5
1356287787960565760,5
1334447219391541248,5
1277225337282113536,5
1368286765849657348,5
1337907301597016064,5
1349599893405396992,5
1327347836518862848,5
1351124386242301955,5
1359065528745160704,5
1298239125171003393,5
1009087669928906756,5
3605683574,5
247502419,5
164814647,5
1362712230886858767,5
4119123268,5
1363201195204960259,5
900487236315078657,5
1142373175231205376,5
971241282285817859,5
7948482,5
1154170716079755264,5
144135328,5
1185823583395876864,5
1337265472736137221,5
722084160551174145,5
1112407295386963969,5
1068065824357969920,5
1045431184799424512,5
961791784589422592,5
1150352307911110656,5
985533663097114625,5
1358492654481207296,5
1347281204249243652,5
327574659,5
1270540256161349632,5
1354667555378487296,5
69443354,5
1365067670576640000,5
3537457822,5
944005227300179968,5
1320599088077950977,5
780971809,5
1191219627604377600,5
993514019918176257,5
1308241038302154752,5
1229436520035057664,5
1359039177187205123,5
850097830605840385,5
1205147684451094530,5
301679424,5
920292200612794370,5
1568356658,5
1062653780347502593,5
863060650783895553,5
1357396287725973505,5
168987460,5
425187562,5
1004589125230477313,5
1267723084372590592,5
385634827,5
1365824519038992389,5
966061129561645056,5
1191934071603113985,5
282498015,5
908119219623026688,5
2777010357,5
1335478266077958144,5
2310144012,5
1053018860478234624,5
911199528304308224,5
1317135873461358592,5
755660536373768192,5
1248615252201066510,5
1356616981491765251,5
1368859478293028866,5
1365095403364958210,5
222625065,5
1359183849381502977,5
1082009610351984640,5
1222037845914710016,5
21966788,5
490787463,5
1159017448328314880,5
1361071876462755844,5
1359512814264737793,5
764439795368165376,5
944062287748329473,5
117318947,5
1100157638,5
42508327,5
441656788,5
1057087374495076352,5
1366678364858294279,5
1229327827541090304,5
1353414587446657024,5
1181669841113010176,5
1361332367344869378,5
1185266784968028161,5
240095290,5
544642270,5
1180408956,5
1360252372224770050,5
1216676536759259136,5
1369683691924951046,5
516195523,5
202456387,5
709556297025392640,5
96427268,5
1366914666597937156,5
1286894343295397888,5
1359824928950784001,5
1360354126438273033,5
1245497034565615616,5
1355224044367458309,5
1022011216712146950,5
2526655818,5
3014995169,5
39996778,5
176376023,5
927185273087127553,5
161154972,5
1138686955544371200,5
1264135288303112193,5
1298754034413821952,5
739244692651511808,5
1362030905628516353,5
1146513502825324544,5
1367676275528175617,5
902080615461347328,5
1082468318043426816,5
1360052557624745986,5
1258809065838387202,5
1640297006,5
95285926,5
2217225223,5
897475566193983490,5
18214974,5
877548396252454913,5
1363907500811165697,5
1306511194115567617,5
944759479521959936,5
1062314647221526528,5
1316797127209750530,5
1177384536549842944,5
2174782235,5
35178096,5
2228726231,5
119544826,5
2307709076,5
1248717723615539201,5
785734693714923520,5
499930311,5
2991496490,5
1219266414260830208,5
1216379707287068672,5
1173425402523652096,5
1355123510008553472,5
411261949,5
707909630324830209,5
27680573,5
1285088817989382144,5
1327341618228121600,5
1295967359136481287,5
1352000951457083394,5
1359436690947997697,5
1649891737,5
1255383912353857536,5
1330531746278989828,5
1139864215978561536,5
750409828002983937,5
1365642322965331972,5
1275797182650683392,5
191903545,5
1001197431768469505,5
948908507943731201,5
2218246718,5
933091746522771456,5
1898388727,5
22069358,5
1362327653131444224,5
1361878144345509890,5
1328565306927828994,5
1351815501224300544,5
1361791510962974720,5
1293969703006695424,5
1295447003351015424,5
1363765038096539648,5
1082294197967904770,5
1278895973922553858,5
2694154514,5
1122917138,5
1125171431740932096,5
302036387,5
1297796001609256960,5
1348634467326251010,5
807915731878674432,5
1336748513749729280,5
2384003471,5
1333162411893854210,5
50916923,5
147936642,5
1222295764409487360,5
1368529053481725953,5
108835499,5
1349073468642500612,5
1363504434374979585,5
1363356586324807682,5
1249083258316279808,5
936242545268547584,5
336547464,5
982606425464721411,5
1350008339577626625,5
728130823501709312,5
1367003449267613704,5
471452234,5
1366698859007676419,5
1367817328902160386,5
29621398,5
1293847835591372800,5
1206215522171441152,5
1079291013762433024,5
3312904365,5
782693211126902784,5
1334755410268524544,5
1350115559375994880,5
1162208992589824001,5
823400463458439169,5
54822780,5
1025300922027503616,5
1000529293171150849,5
81806580,5
1366876205354516481,5
227755413,5
1181892327306153984,5
739305780478779393,5
1323383721815396358,5
1095829110050443264,5
1343701428632756224,5
51809476,5
946096054268596226,5
701915605738385408,5
1359048691907129345,5
60046384,5
1443716275,5
15290541,5
1355565012971085830,5
724677678356389888,5
904099044645068800,5
1334055639564361728,5
1359397560750755840,5
3240312965,5
1351279318018756615,5
944298319047680000,5
1369467483627851776,5
3064950609,5
900437084321832960,5
4151445797,5
1278766764306857990,5
798285829827268608,5
1331633849521074178,5
1318833773203628032,5
1369778345643245568,5
1353571167852875776,5
946866003761299457,5
1075765350279639040,5
1037045241084342272,5
1098978739680088069,5
1334272133694939136,5
1278486797354446849,5
1275260909896769538,5
2385070568,5
1352075100661575685,5
875119592154304512,5
1368240624974008320,5
1176993330246377472,5
1259069865903763457,5
32885445,5
1366917686236700672,5
1331335492902789122,5
1288588653908897798,5
913302048564637696,5
1166304358776147968,5
1338835884817473537,5
999685602533675010,5
1042395075500826625,5
2154512879,5
833727847034417152,5
1346216753030967299,5
1368188580489748486,5
286008492,5
912345195525627904,5
1014168242124984320,5
1339528602887610368,5
1359366332366680064,5
1200210436462759937,5
924846537775095808,5
923968748033335297,5
1311430057320091650,5
1235109031708184576,5
1113870114003099648,5
1234811373651054592,5
1051254394929463296,5
615066393,5
1102692627546296320,5
2922385582,5
1366981339401097218,5
829316911,5
109185148,5
346848092,5
1367113114425188361,5
1319318919585431554,5
908584750327181312,5
1299016398933553153,5
1325864754427138048,5
9980782,5
1187148130883645440,5
553151424,5
377217110,5
2686036171,5
1061394437950136320,5
730140142112018432,5
1367014355091488768,5
880996948508983296,5
1136710962793390080,5
1360050179697704961,5
401378249,5
1349901701642383360,5
941573786922618880,5
1360171487152361474,5
1351678865991749634,5
2304387722,5
1362952714888486920,5
1368490347727261698,5
1366883234404052994,5
1308426392992796672,5
59845543,5
1367913803908669440,5
924320853948432384,5
1243834428129865728,5
1364509613719121922,5
1106725021009887232,5
1115115650039422976,5
394468332,5
1258075532945588224,5
1117157347640659969,5
938062017671376896,5
1287878203906891782,5
1173634214266318849,5
2431518776,5
1346487016972816385,5
1364940365162295301,5
1358509402811215874,5
1568881446,5
1319797172561416193,5
1332436525557178370,5
1340579021311025152,5
1138405086173044737,5
978667820656586752,5
1345504089447260160,5
1209528463478145026,5
35257202,5
1027897068864643072,5
283003493,5
1341190807169232896,5
1249612048691941377,5
1135095778739757056,5
1127222266813734912,5
4730431647,5
1338417872528433152,5
1255529230198362112,5
1208141965654724608,5
993826936412557313,5
1295024758791102466,5
1334028323031298072,5
1153238987403878400,5
173278965,5
724581200489115648,5
39127410,5
1361868762354315264,5
1215141763716997120,5
1366698010277732363,5
1146396359408283648,5
1358725208115355648,5
737986103874072576,5
1366606499678666752,5
1311861441373372419,5
1331968125294751745,5
1145617387888115713,5
1314845687679537152,5
395414198,5
949446341058596864,5
1368693243341312000,5
1256324568228278277,5
1199377790077935617,5
175222665,5
1169205866370875404,5
1344017181810548744,5
1367478660324880387,5
941738526516875266,5
387405344,5
1159079828106166279,5
295781189,5
319466035,5
963277243232301056,5
3095611918,5
1147617613,5
1188894146322489345,5
619398213,5
1368843280499183616,5
1360681344976752645,5
1356537098317291523,5
35572357,5
1072859688503525377,5
825107232773832704,5
1025635760085590016,5
863010444558061568,5
478217434,5
1248748284090466306,5
3192616533,5
1333476212602232832,5
1618993958,5
879048922706194433,5
64941080,5
3625176555,5
939477594709295105,5
1182526170245537793,5
911394337270923264,5
1328891170882084868,5
1101772922731978752,5
1301129133146157056,5
1165052053435105281,5
967376542857924609,5
1273681314776924160,5
594650826,5
4064929199,5
1337684213940641793,5
1276590223397253125,5
1333882700298596354,5
1272466046390321152,5
1302349682455097344,5
1054014778992058369,5
1281028019113558018,5
909800889434521600,5
245898815,5
87777844,5
810947234695184385,5
1350816035537096704,5
2593292563,5
993446324,5
790588895452917760,5
1366891584877453313,5
179739997,5
1365567181396856833,5
1323200093009436672,5
730213755645267968,5
160660484,5
374045847,5
1103521007858401280,5
55434237,5
948217904012644352,5
305537279,5
948803613148762112,5
1003461279091249153,5
1356880337540890624,5
360572148,5
1369980791447490564,5
623612631,5
184932468,5
1358825215233507328,5
104560972,5
889538194265526272,5
1366215574674567171,5
290212509,5
1358838947695243266,5
2152716912,5
1154071361142349825,5
1338475513929584640,5
1357304812304490502,5
424308141,5
2877765482,5
1357962677671264256,5
1005172609,5
1343531621916450816,5
1318134106140463104,5
249069380,5
1346073801457598465,5
320048069,5
293001391,5
1369453204514148352,5
1339043291157975040,5
1334127780930449408,5
105862678,5
179158131,5
1350542173649973249,5
1356870791640481792,5
53873351,5
1238807046650089477,5
1042948267183681536,5
2841013515,5
1111157315539894273,5
1369983347292741633,5
1346062125400268800,5
1339001698648547329,5
1318244184747315201,5
1343215497949683713,5
1286574930864173056,5
1238728195492511744,5
1345941329142898690,5
1362629951002800129,5
1347077386043416580,5
179105379,5
1301452083279921152,5
21694007,5
909964223500783616,5
1363055437831041027,5
1215611484883111936,5
1284589993562787840,5
1354873867219697665,5
1334733150380036097,5
365691779,5
1341950379425193984,5
604876989,5
843623268808609792,5
2210438456,5
2207161998,5
1274330085143674880,5
1027884480,5
3070249567,5
1358527423520911365,5
215895550,5
1359199745193857024,5
1117792176316936193,5
426277984,5
943580835818758144,5
1315807489191890944,5
1349023656043802625,5
1079435788562153472,5
437931846,5
335484490,5
1339900491157925889,5
2849426778,5
1360007169324818437,5
14307228,5
806218923192545280,5
253168011,5
814979070,5
3183456849,5
805712086089211904,5
843136889934790656,5
1004159431003836417,5
1222931209665372160,5
1257501644201136133,5
1288865473497575424,5
1338528886234247168,5
1348285452290285568,5
1348613997830959110,5
1359942095717474312,5
1367115099958296576,5
1367175755399102465,5
27508089,5
53879906,5
199279264,5
420561065,5
1015522340,5
2653586448,5
2918984034,5
822348194235285508,5
900377019153879040,5
962417854053265409,5
1159174021893767170,5
1196915250483924992,5
1243467067044638725,5
1274071687722446848,5
1314891483384741901,5
1329237515337822208,5
1362832397692207105,5
1364995072090124290,5
1366025768761974785,5
1367951671163301893,5
909375059868794883,5
122456925,5
1368602527642644481,5
155957686,5
1365117309002657794,5
2251649714,5
1340254685521797120,5
880118253732974592,5
1234646498727596034,5
311474787,5
192246589,4
445471948,4
155124692,4
78994558,4
462927983,4
1177970703649275905,4
50403928,4
1284654873502461956,4
14696299,4
2537648048,4
2299642477,4
550008459,4
2386675453,4
1366587578963664900,4
1359651955069472770,4
259668873,4
3396701667,4
164119739,4
325431300,4
134539166,4
1292774691250278400,4
1264211405085069313,4
1358133564827721729,4
1299580605705846784,4
2750660480,4
1361021947,4
119333784,4
1347286004168876034,4
277277664,4
979229944948645888,4
1159311276461498369,4
976943622422777856,4
46685686,4
1128403238703828994,4
37959942,4
1334714903882473473,4
1360672304267743233,4
1292759828046241792,4
30778331,4
961136520597032961,4
892709203026075648,4
35414364,4
1273685948719460352,4
114179211,4
156995218,4
1070499517668212736,4
928869015124135937,4
1358545861693689857,4
2358712454,4
1266237327442980865,4
1140541896265261056,4
2208180690,4
1324979186637934592,4
1259569058854420481,4
1358998473589223424,4
988217182931709952,4
3022932135,4
369480329,4
890169700394586116,4
338348952,4
945695839011393537,4
1360909030231801856,4
812081313582878720,4
1253049287963000832,4
950039599757299712,4
554693407,4
1337658603147206656,4
1362437478255312897,4
1234938100197085185,4
1285214926324154375,4
907486157285474304,4
989726684562665473,4
971612350749921280,4
3062979682,4
1324560965388689410,4
712746856900665345,4
1026242238374981632,4
1350068160599388163,4
1057750193418977281,4
1357507446072246274,4
1215089672591835136,4
1357721687702315008,4
1350073660799918082,4
1296142767022731264,4
2940833564,4
1251501434715148288,4
990723097824198656,4
934386305399746560,4
3034108634,4
1494739255,4
1335720962994679810,4
1250754822615248896,4
1335890852653101057,4
1358459220581101568,4
1258813012271607808,4
100759840,4
1362314240665686016,4
1142861041531011072,4
1350811679328768001,4
993251591854714880,4
879273223,4
1369932753307799552,4
1075187704529387520,4
1363369101003943937,4
946749296799559680,4
1363379396908773382,4
1363377639914807304,4
1350551747895447552,4
1357820222170746883,4
1213411511353298944,4
1356859012717957122,4
1371084173293756420,4
1122416324569960454,4
2371697817,4
1189922764536156160,4
1370776593023569922,4
4057297106,4
1370767905470619654,4
1368657495481143296,4
1357210668089376770,4
1316736161965125632,4
14808938,4
977557502828122112,4
201632637,4
448181566,4
1362580151926628355,4
222777990,4
1340263006471680000,4
149271325,4
1363930780469133312,4
1347065834,4
1370727874781536256,4
1348832316789936130,4
1360999807582674946,4
1123648672464560129,4
2873609442,4
1138524763138207746,4
3399788277,4
1288188509568634880,4
1367848972753248260,4
1363344092051083264,4
722197866291171328,4
1364937160948932610,4
335202656,4
1362393810249023489,4
55575295,4
1363422209465741314,4
1363399248071417859,4
1362510292853399554,4
746303124940394496,4
81491379,4
1363418370503184385,4
231508596,4
1363375437057978374,4
1345763873505337345,4
1361602447198871552,4
1182539992897216513,4
1362319089935347713,4
1348323672897978376,4
1357774712764567553,4
1367861877393534989,4
1307343046598692867,4
1249399847817486337,4
1021548028384239619,4
297500764,4
49133707,4
1331343050694594561,4
939971792877207552,4
158946608,4
917454817294819333,4
815219018835468289,4
47535231,4
1278766234960424961,4
1169491327681040384,4
1368104619482574852,4
1358011156955230209,4
826803199797522432,4
1254863431389163520,4
1364906585022222338,4
1319898475950043137,4
4438788089,4
912074175132643329,4
32673783,4
789264027323162628,4
574517193,4
2924625715,4
2371729963,4
1370926232079073284,4
2871450784,4
994594848,4
1084744404,4
190457123,4
1335558428228538369,4
1081908423183224832,4
1325471692701962240,4
2822569148,4
157678893,4
1347585909366124548,4
225145887,4
1327268061515112449,4
1369274795494408200,4
1305366725760819202,4
54526844,4
26040731,4
971868289801572352,4
60120548,4
446392611,4
1143366712735256576,4
1242671669589577728,4
796742970460504068,4
250835323,4
444868668,4
1110767234064904192,4
104523949,4
757398690919124992,4
927930546688315393,4
290483229,4
990334762567909376,4
1369674287054024706,4
15647416,4
929637955869773825,4
1333938162192838663,4
1330771789279072257,4
1071868142144634880,4
3286948926,4
1369298007582248964,4
1103210122149593088,4
30422242,4
158423164,4
1317893274816970752,4
118702329,4
1252053112698933248,4
760073937548083200,4
1345379080225624065,4
64459219,4
944455623114153984,4
2483255131,4
1362546020,4
1353529213509361673,4
1255508318120022020,4
1116097401490567168,4
843769583253241856,4
1309328428865388545,4
132192614,4
1333065466978287618,4
983078495998922752,4
1158406121385811969,4
61293479,4
1207277360984313856,4
283409569,4
1168922576,4
1370786031268691969,4
1350088623195103233,4
412847659,4
1093574360659566594,4
1348682039374082051,4
944548045265539072,4
113585977,4
233111571,4
1366051881211080707,4
1352429951287353345,4
1103368738290745344,4
1251535907683008514,4
1370052855328030725,4
1129080052832976896,4
74570107,4
1366416916898865152,4
1266077336815927301,4
1358492617957199872,4
1155417513561210880,4
1100289348866662400,4
1362492054304030722,4
1333466276581224448,4
1312727418088484864,4
206934864,4
1243112696196861954,4
1343680458161344512,4
898146295826796544,4
1026910042916773888,4
1315256965258334210,4
913724182709493761,4
1074160079350317056,4
943164169859338241,4
390594366,4
871838464957927425,4
1257579520300732416,4
843822764956041216,4
910998486266597377,4
1352222224619507714,4
1288280793488355330,4
1363869305893396480,4
1317445950760054785,4
521600063,4
802898471544090624,4
160957577,4
959155332768518145,4
1369499480467402752,4
976750947928977408,4
1171170977813794816,4
917710652898131968,4
3302937593,4
802578248207101952,4
1341720357225553922,4
1270192334001537024,4
1317845139474182145,4
1387141939,4
1360335121514196994,4
1209175441942228996,4
1368663261445513219,4
1363356926067625985,4
1366863999950852098,4
1352221295384145925,4
766293436475510784,4
1370581460789338116,4
1063758749599494144,4
1917671544,4
991732488,4
2355991315,4
3101559148,4
1341111038058635267,4
1096471069358260226,4
1307038741417152513,4
248454682,4
1098188315675766784,4
1359441437566394370,4
1319009973213409280,4
1268573552996945928,4
1360680886187008008,4
1156225143032541184,4
767516578212671492,4
123783243,4
961661964,4
1149899119999246336,4
1340494880204681216,4
897874977072041984,4
266259595,4
1346395121743441920,4
1360597374725468163,4
1336574003872473091,4
1014712328,4
1124585145892319232,4
1315093802088972288,4
28816206,4
754355921615151104,4
1359444661333618689,4
1132081159150723074,4
1331539668542734338,4
976122373702221824,4
145945212,4
937848397847031808,4
992464024154574848,4
1249877294513942528,4
1168008717574574080,4
1136952323186593792,4
838829226,4
37651207,4
1185979751174955008,4
1293756469767102464,4
1366351587279568896,4
1253379477788405761,4
1345832761924476929,4
1370361956566138883,4
1141575084,4
15911018,4
962355854,4
1124589869639008262,4
19650065,4
786394686,4
1351351803007287301,4
35578843,4
100878166,4
1263469098480160772,4
1367910376629624832,4
1262977839281745921,4
2235559298,4
1364668480365223941,4
1125417272208646144,4
282395196,4
1357652743180218370,4
1192853090061340674,4
1070907782403186688,4
1352951593898008579,4
1273304032132677632,4
2394221323,4
1294349045176074241,4
1326211445978144768,4
1367873546370772993,4
4790491442,4
1325567419268599808,4
135180235,4
997818303740604416,4
947534113422086145,4
2384348287,4
969439647150436352,4
1367212020102287360,4
119004111,4
1359400520394235906,4
43971658,4
1192439532467175424,4
1057912295844646912,4
1929081668,4
3131106154,4
1365598260270821390,4
1158304469479841792,4
1365285273396015113,4
1367302007552282626,4
1216935868180635659,4
1113271785942712320,4
1355885222672396289,4
1309350927476781056,4
1340920297801699328,4
961267521419608064,4
226073432,4
1370945207873597445,4
1338693021039165440,4
1367328878650269702,4
1366498788421103616,4
1370459709279514624,4
1346730746157776897,4
1111636106137657345,4
1133522272684302338,4
1323493572524597250,4
1370006501692223490,4
1251609344044609537,4
1317900774278483968,4
170329825,4
333896000,4
951495409398157313,4
1305854626667859968,4
36078268,4
1338429720376061952,4
257732871,4
1367870653416828928,4
20023750,4
1323767548823953411,4
1360113836473344000,4
14629757,4
27193439,4
4444567107,4
931069897576239104,4
813750020,4
2689516788,4
98744903,4
943511174888353793,4
1294566232004292609,4
716959025917726720,4
970518190332751873,4
1361373088387072005,4
1238523630772015108,4
1358784073280405508,4
952948070198730753,4
1320834009639899141,4
843661790600876032,4
1137596809700937728,4
1336231,4
1359712883958050816,4
1307214600274731009,4
992713889241432064,4
1360686951234482183,4
1266407805399023618,4
2708986404,4
1345568117917827072,4
900883144538300417,4
964527421209923584,4
2720596545,4
636707695,4
1019660554472837120,4
753083418112557056,4
946079862086828032,4
1353404745591910401,4
1351559495613378562,4
1242426696034377729,4
1369177870501896192,4
1279835795302612994,4
1128326670442729473,4
426236111,4
830767181361184770,4
1297530573632802816,4
472360925,4
8472362,4
714786458054295556,4
1976077298,4
1703441605,4
1343589635159560195,4
1310338856865030144,4
1259779247138385925,4
348751628,4
1318974877030809601,4
1352470453407768587,4
1045944721141624832,4
1324970913352179712,4
370690343,4
1354322377350385666,4
1294727489437044737,4
1289661597821140992,4
3127836048,4
36355469,4
1333083934759022597,4
3391826260,4
952234077385445376,4
1355805613524217856,4
367694139,4
164943812,4
1344275112841789443,4
966658922068303873,4
2367079278,4
1357685597670809601,4
1047958287822598146,4
1280588147680841737,4
100463321,4
3001406781,4
386502975,4
1339776882590449666,4
1295687525420478466,4
962935233115865088,4
1321992001097732097,4
1209907537018945536,4
958038755184730114,4
729497774316658688,4
1079130851223293954,4
97407796,4
2820222635,4
1344736545824190465,4
783712893342781440,4
2851877673,4
928287487172022273,4
1306777434985959424,4
1354793240973766660,4
1297777957130231814,4
1370487578357534728,4
1331192609956655104,4
141584822,4
1313642636264185856,4
1018918417,4
915489548708175872,4
600702595,4
533920506,4
95021739,4
1364451271,4
26283439,4
57040378,4
2750262882,4
1345788245976768514,4
1364481903496101893,4
1289394424225595392,4
1255639500560068608,4
1321435785451786241,4
1538910828,4
8842232,4
945878568449511424,4
1218926456241152001,4
180769635,4
1123180439965847552,4
944674271191855110,4
1054516396699406337,4
1019513820946075648,4
1085540373357871105,4
1363900362848092161,4
1284878300775579649,4
1289045295674863617,4
1369997374504992770,4
1132397694,4
1184133471637327873,4
1058221233794244609,4
940132787734106112,4
743286288065822720,4
1299412423070355457,4
1366922797629513733,4
1051792525067870208,4
936252730259189760,4
704211490,4
1182650245987131392,4
2269765182,4
999193218,4
1179185037268389888,4
493060049,4
111052765,4
1092851395206828032,4
1313403593874116608,4
248743281,4
980339799889293312,4
967402532569075713,4
488309693,4
1332358493085569027,4
1259479633612779520,4
1334218831485603845,4
1342814868668342272,4
1346916133438332928,4
1355104993175621632,4
990756356620767233,4
1288110982430986247,4
271537125,4
1301787825923403776,4
1020773099028066305,4
1155504751250944002,4
1019306632520634368,4
2492011537,4
1353479041983066117,4
20136810,4
1352720714927845376,4
3071540673,4
1293178639241158656,4
700389725534867456,4
1361798934331613189,4
3116705203,4
1321501619188457472,4
20393761,4
1134081473026203648,4
1354605690996862978,4
257983139,4
1369194459628511232,4
282134662,4
265421525,4
1356361690565271552,4
1370505409639890948,4
1329160203305095169,4
394949036,4
1271525549253459981,4
18741333,4
1346904086470397959,4
1355149775344197632,4
1169857017487355904,4
123308490,4
298475060,4
1345690680832655361,4
1281659672806785024,4
1358057298200002564,4
918106468813033477,4
109404961,4
2188871390,4
841682979013480448,4
1347999054752571392,4
1369336522953134083,4
2507969168,4
1167383028785537026,4
25963597,4
1355225241283420161,4
14860227,4
1234167291736096769,4
909371713430761472,4
1353195180250173440,4
1295374089973051397,4
1314049482007498753,4
1234811017252700160,4
1361341680008515584,4
1072576722191740928,4
1344352706845020160,4
1186540516114087936,4
1342964882229112832,4
1360793325045972993,4
2857981445,4
1368947620241158151,4
1365358678115635204,4
1243160307637334016,4
2532627822,4
1362541744148021250,4
1359042055381557251,4
24416613,4
1327283186687152132,4
1248905848023388161,4
914479274584768513,4
1267217142711189505,4
1354481419934961677,4
1583527819,4
1367140620746117121,4
1343354948,4
1004396436,4
1360815767617437700,4
1370537572368257027,4
1337001652306518019,4
3216704691,4
940870585902600192,4
320837708,4
1324056638886678528,4
1364476441115590660,4
1328595876835708928,4
1360549554987307013,4
768219504598016001,4
959364876945821697,4
1212649284186718213,4
2308521675,4
1103459924,4
10429092,4
1361021908284801027,4
106744772,4
2450558738,4
1344000938328125444,4
1178976860,4
945454956915466240,4
1359593202655907841,4
943802165956620288,4
1211758490089226241,4
980059152641765381,4
980849640953270274,4
924370218582810624,4
308259063,4
1294664232353423361,4
1202462448831221761,4
427492175,4
1361422293109465095,4
1366820945902592000,4
1268257624597856261,4
1323829847760797698,4
1196670860175659008,4
417112870,4
637248740,4
