Weight,From,To
1,1.27138E+18,1.07449E+18
1,1.27243E+18,1.11295E+18
1,1.27243E+18,7.76437E+17
1,1.27243E+18,4881139042
1,1.27243E+18,2227436731
1,1.27243E+18,1.05267E+18
1,1.27243E+18,1.28002E+18
1,1.27243E+18,7.30114E+17
1,1.27243E+18,1.0234E+18
1,1.27243E+18,9.93041E+17
1,1.27243E+18,2191010738
1,1.27243E+18,325870135
1,1.27243E+18,124996190
1,1.27243E+18,589054850
1,1.27243E+18,77757185
1,1.27243E+18,17228521
1,1.27243E+18,1.21408E+18
1,1.27243E+18,1.11543E+18
1,1.27243E+18,1.33506E+18
1,1.27243E+18,7.19909E+17
1,1.27243E+18,1.18874E+18
1,1.27243E+18,560892332
1,1.27243E+18,1.0046E+18
1,1.27243E+18,1.18633E+18
1,1.27243E+18,1.19378E+18
1,1.27243E+18,71819987
1,1.27243E+18,978776468
1,1.27243E+18,578841971
1,1.27243E+18,6.98614E+17
1,1.27243E+18,8.92376E+17
1,1.27301E+18,1.33663E+18
1,1.27301E+18,9.49086E+17
1,1.27301E+18,1.3657E+18
1,1.27301E+18,1.04331E+18
1,1.27301E+18,1.31111E+18
1,1.27301E+18,9.71729E+17
1,1.27301E+18,3114052794
1,1.27301E+18,4528248976
1,1.27301E+18,1.15769E+18
1,1.27301E+18,1.29395E+18
1,1.27301E+18,1.06164E+18
1,1.27301E+18,1.35783E+18
1,1.27301E+18,38729611
1,1.2733E+18,128051393
1,1.2733E+18,184813842
1,1.2733E+18,1.29893E+18
1,1.2733E+18,1.29471E+18
1,1.2733E+18,723970656
1,1.2733E+18,420710798
1,1.2733E+18,1.27043E+18
1,1.27342E+18,4380328392
1,1.27349E+18,1.35697E+18
1,1.27406E+18,9.97596E+17
1,1.27424E+18,1.26119E+18
1,1.27426E+18,468185456
1,1.27426E+18,9.71653E+17
1,1.27426E+18,7.38551E+17
1,1.27514E+18,1.32391E+18
1,1.27514E+18,1.29218E+18
1,1.27514E+18,1.34541E+18
1,1.27514E+18,1.20141E+18
1,1.27514E+18,1.3147E+18
1,1.27794E+18,1.21828E+18
1,1.27809E+18,9.43124E+17
1,1.27809E+18,66126700
1,1.27809E+18,9.45397E+17
1,1.27809E+18,4777383375
1,1.27809E+18,7.61528E+17
1,1.27877E+18,8.44115E+17
1,1.27947E+18,1.35204E+18
1,1.27955E+18,755890603
1,1.27955E+18,8.07258E+17
1,1.28002E+18,1.33313E+18
1,128051393,1.28159E+18
1,128051393,1.32621E+18
1,128051393,1.21328E+18
1,128051393,8.84118E+17
1,1.28056E+18,1.20221E+18
1,1.28056E+18,1.07936E+18
1,1.28123E+18,1.2559E+18
1,1.28159E+18,8.62801E+17
1,1.28159E+18,1.37172E+18
1,1.28159E+18,1.37578E+18
1,1.28159E+18,1.29687E+18
1,1.28159E+18,1.19766E+18
1,1.28159E+18,1.28123E+18
1,1.28159E+18,1.32621E+18
1,1.28159E+18,438997939
1,1.28187E+18,1.20779E+18
1,1.28187E+18,1.30771E+18
1,1.28245E+18,9.08691E+17
1,1.28245E+18,1.33663E+18
1,1.28245E+18,192446249
1,1.28245E+18,3348565750
1,1.28245E+18,1.34102E+18
1,1.28245E+18,264085436
1,1.28245E+18,1.36237E+18
1,1.28245E+18,1.35492E+18
1,1.28245E+18,9.44593E+17
1,1.28245E+18,1.35783E+18
1,1.28245E+18,406654240
1,1.28245E+18,1.28713E+18
1,1.28245E+18,513559960
1,1.28342E+18,8.58651E+17
1,1.28342E+18,1.25321E+18
1,1.28364E+18,1482611202
1,1.28364E+18,128104826
1,1.28392E+18,1.30408E+18
1,1.28414E+18,8.07258E+17
1,1.28414E+18,1.30508E+18
1,1.28414E+18,1656936157
1,1.28436E+18,2780558549
1,1.28436E+18,432652724
1,1.28574E+18,9.78128E+17
1,1.28574E+18,1.20278E+18
1,1.28574E+18,1.22452E+18
1,1.28574E+18,6.98614E+17
1,1.28713E+18,9.08691E+17
1,1.28713E+18,1.33663E+18
1,1.28713E+18,9.49086E+17
1,1.28713E+18,192446249
1,1.28713E+18,9.42184E+17
1,1.28713E+18,1.28776E+18
1,1.28713E+18,1.08452E+18
1,1.28713E+18,1.3657E+18
1,1.28713E+18,9.45486E+17
1,1.28713E+18,1.1222E+18
1,1.28713E+18,1.1844E+18
1,1.28713E+18,1.28245E+18
1,1.28713E+18,9.54837E+17
1,1.28713E+18,315891651
1,1.28713E+18,1.20364E+18
1,1.28713E+18,2341284950
1,1.28713E+18,1.35373E+18
1,1.28713E+18,1.18708E+18
1,1.28713E+18,1.30732E+18
1,1.28713E+18,1.26648E+18
1,1.28713E+18,1.19171E+18
1,1.28713E+18,9.44593E+17
1,1.28713E+18,9.26443E+17
1,1.28713E+18,1.35783E+18
1,1.28713E+18,627476981
1,1.28713E+18,44820343
1,1.28713E+18,7.80543E+17
1,1.28713E+18,3114052794
1,1.28776E+18,9.08691E+17
1,1.28776E+18,1.33663E+18
1,1.28776E+18,9.49086E+17
1,1.28776E+18,192446249
1,1.28776E+18,1.35373E+18
1,1.28776E+18,18152452
1,1.28776E+18,1.35492E+18
1,1.28776E+18,9.44593E+17
1,1.28776E+18,9.26443E+17
1,1.28776E+18,1.35783E+18
1,1.28776E+18,627476981
1,1.28776E+18,1.15769E+18
1,1.28776E+18,406654240
1,1.28776E+18,44820343
1,1.28776E+18,7.80543E+17
1,1.28776E+18,9.51495E+17
1,1.28776E+18,4528248976
1,1.28776E+18,230028736
1,1.28776E+18,1.28713E+18
1,1.28776E+18,9.54837E+17
1,1.28776E+18,513559960
1,1.28776E+18,1.1844E+18
1,1.28776E+18,1.36237E+18
1,1.28776E+18,264085436
1,1.28776E+18,1.08905E+18
1,1.28776E+18,9.45486E+17
1,1.28776E+18,1.04331E+18
1,1.28776E+18,1.3657E+18
1,1.28828E+18,8.98477E+17
1,1.28828E+18,3307318595
1,1.2892E+18,1.28436E+18
1,1.2892E+18,1.35938E+18
1,1.2892E+18,1.31315E+18
1,1.2892E+18,1.33848E+18
1,1.2892E+18,1.30824E+18
1,1.2892E+18,44820343
1,1.2892E+18,1.28245E+18
1,1.28966E+18,1.30541E+18
1,1.28966E+18,1.28159E+18
1,1.28966E+18,161590330
1,1.28966E+18,271911263
1,1.28966E+18,1.26611E+18
1,1.28966E+18,406467105
1,1.28966E+18,1.28966E+18
1,1.28966E+18,9.52558E+17
1,1.28966E+18,1.36054E+18
1,1.28966E+18,1.28436E+18
1,1.28966E+18,1.29056E+18
1,1.28966E+18,9.43544E+17
1,1.28966E+18,216877746
1,1.28966E+18,1.31315E+18
1,1.28966E+18,9.6145E+17
1,1.28966E+18,1.26611E+18
1,1.28966E+18,1.35959E+18
1,1.28969E+18,1.29056E+18
1,1.28969E+18,9.45486E+17
1,1.28969E+18,1.26611E+18
1,1.29027E+18,2924439129
1,1.29027E+18,1.31784E+18
1,1.29037E+18,9.40169E+17
1,1.29037E+18,380385797
1,1.29056E+18,8.61436E+17
1,1.29056E+18,1.23012E+18
1,1.29056E+18,8.62801E+17
1,1.29056E+18,1.28966E+18
1,1.29056E+18,9.48194E+17
1,1.29056E+18,438997939
1,1.29056E+18,9.95698E+17
1,1.29056E+18,9.4608E+17
1,1.29056E+18,9.98985E+17
1,1.29056E+18,1.28969E+18
1,1.29056E+18,269149617
1,1.29056E+18,7.82602E+17
1,1.29056E+18,406467105
1,1.29056E+18,852267594
1,1291076396,9.08691E+17
1,1291076396,1.33066E+18
1,1291076396,9.42184E+17
1,1291076396,9.69079E+17
1,1291076396,4071006503
1,1.29218E+18,900265802
1,1.29218E+18,1.3147E+18
1,1.29218E+18,164595203
1,1.29218E+18,1.27514E+18
1,1.29218E+18,173033375
1,1.29218E+18,349738807
1,1.29218E+18,1.34541E+18
1,1.29386E+18,1.30255E+18
1,1.29386E+18,1.31364E+18
1,1.29386E+18,1.30258E+18
1,1.29386E+18,1.23069E+18
1,1.29386E+18,2356812614
1,1.29386E+18,1.34506E+18
1,1.29386E+18,2470000940
1,1.29386E+18,1.34506E+18
1,1.29386E+18,1.29471E+18
1,1.29386E+18,1.01775E+18
1,1.29386E+18,1.14301E+18
1,1.29421E+18,1.30255E+18
1,1.29421E+18,1.23737E+18
1,1.29421E+18,1.31364E+18
1,1.29421E+18,1.30258E+18
1,1.29421E+18,1.23069E+18
1,1.29421E+18,2356812614
1,1.29421E+18,1.31679E+18
1,1.29421E+18,1.34506E+18
1,1.29421E+18,1.34506E+18
1,1.29421E+18,1.29471E+18
1,1.29421E+18,1.14301E+18
1,1.29471E+18,1.31364E+18
1,1.29471E+18,1.30258E+18
1,1.29471E+18,1.23069E+18
1,1.29471E+18,2356812614
1,1.29471E+18,1.34649E+18
1,1.29471E+18,1.26556E+18
1,1.29471E+18,2470000940
1,1.29471E+18,1.34506E+18
1,1.29471E+18,1.25406E+18
1,1.29471E+18,1.27243E+18
1,1.29471E+18,1.2733E+18
1,1.29471E+18,1.30574E+18
1,1.2952E+18,9.46038E+17
1,1.2952E+18,1.30681E+18
1,1.29527E+18,434370600
1,1.2956E+18,1.35531E+18
1,1.29612E+18,8.53836E+17
1,1.29612E+18,9.47532E+17
1,1.29612E+18,7.50318E+17
1,1.29612E+18,1.22471E+18
1,1.29612E+18,1.00612E+18
1,1.29677E+18,9.92498E+17
1,1.29687E+18,157675450
1,1.30015E+18,1.34297E+18
1,1.30172E+18,1.3157E+18
1,1.30221E+18,1.33663E+18
1,1.30232E+18,1.30468E+18
1,1.30255E+18,1.25406E+18
1,1.30255E+18,1.29386E+18
1,1.30255E+18,1.29421E+18
1,1.30255E+18,1.30408E+18
1,1.30255E+18,1.30574E+18
1,1.30255E+18,1.32646E+18
1,1.30255E+18,1.29471E+18
1,1.30255E+18,1.34506E+18
1,1.30255E+18,9.92498E+17
1,1.30255E+18,1.23069E+18
1,1.30255E+18,1.30258E+18
1,1.30255E+18,1.31364E+18
1,1.30255E+18,1.25399E+18
1,1.30258E+18,1.30255E+18
1,1.30258E+18,1.25399E+18
1,1.30258E+18,1.31364E+18
1,1.30258E+18,1.25406E+18
1,1.30258E+18,1.29386E+18
1,1.30258E+18,1.29421E+18
1,1.30258E+18,1.30408E+18
1,1.30258E+18,9.98985E+17
1,1.30258E+18,1656936157
1,1.30258E+18,7.38551E+17
1,1.30258E+18,1.29471E+18
1,1.30258E+18,1.26556E+18
1,1.30258E+18,1.23069E+18
1,1.30315E+18,1.00476E+18
1,1.30337E+18,193086374
1,1.30337E+18,16535687
1,1.30337E+18,1.17945E+18
1,1.30337E+18,1.02866E+18
1,1.30337E+18,175096743
1,1.30337E+18,1.34791E+18
1,1.30337E+18,1.289E+18
1,130384095,1.22256E+18
1,130384095,1.20278E+18
1,130384095,1.1411E+18
1,130384095,9.05111E+17
1,130384095,2341284950
1,130384095,2280805769
1,130384095,9.26443E+17
1,130384095,162502313
1,1.30395E+18,2864162535
1,1.30395E+18,1.15985E+18
1,1.30403E+18,1.36054E+18
1,1.30408E+18,1.30258E+18
1,1.30408E+18,1.29471E+18
1,1.30408E+18,7.4467E+17
1,1.30408E+18,1.28392E+18
1,1.30408E+18,1.28969E+18
1,1.30408E+18,1.11779E+18
1,1.30408E+18,1.30574E+18
1,1.30408E+18,9.46846E+17
1,1.30457E+18,3273862718
1,1.30468E+18,1.30232E+18
1,1.30468E+18,1.22942E+18
1,1.30473E+18,1.33848E+18
1,1.30477E+18,1.34506E+18
1,1.30477E+18,1.26556E+18
1,1.30477E+18,1.34506E+18
1,1.30477E+18,1.25406E+18
1,1.30477E+18,1.33848E+18
1,1.30477E+18,1.34506E+18
1,1.30516E+18,9.42184E+17
1,1.30516E+18,1.26454E+18
1,1.30516E+18,9.42133E+17
1,1.30516E+18,1.04331E+18
1,1.30516E+18,8.8674E+17
1,1.30516E+18,203480711
1,1.30516E+18,262905402
1,1.30516E+18,2173143861
1,1.30516E+18,1.02866E+18
1,1.30516E+18,242151754
1,1.30516E+18,1.00052E+18
1,1.30516E+18,36172970
1,1.30516E+18,1.13401E+18
1,1.30516E+18,3058020040
1,1.30516E+18,9.46846E+17
1,1.30546E+18,1.31506E+18
1,1.30566E+18,1.35674E+18
1,1.30566E+18,193990081
1,1.30566E+18,1.34919E+18
1,1.30566E+18,1.34649E+18
1,1.30566E+18,1.36613E+18
1,1.30566E+18,1.34167E+18
1,1.30566E+18,1.37002E+18
1,1.30566E+18,1.36661E+18
1,1.30566E+18,2252670684
1,1.30566E+18,149968455
1,1.30574E+18,1.23069E+18
1,1.30574E+18,2356812614
1,1.30574E+18,159954936
1,1.30574E+18,1.34506E+18
1,1.30574E+18,2470000940
1,1.30574E+18,1.34506E+18
1,1.30574E+18,1.29471E+18
1,1.30574E+18,1.2892E+18
1,1.30574E+18,1.34506E+18
1,1.30574E+18,1.25406E+18
1,1.30574E+18,1.29386E+18
1,1.30574E+18,1.33848E+18
1,1.30622E+18,513559960
1,1.30681E+18,1.2952E+18
1,1.30732E+18,9.08691E+17
1,1.30732E+18,9.49086E+17
1,1.30732E+18,192446249
1,1.30732E+18,1.08428E+18
1,1.30732E+18,1.08905E+18
1,1.30732E+18,1.25108E+18
1,1.30732E+18,1.04243E+18
1,1.30732E+18,315891651
1,1.30732E+18,2341284950
1,1.30732E+18,1.28713E+18
1,1.30732E+18,9.00741E+17
1,1.30732E+18,44820343
1,1.30732E+18,1.10554E+18
1,1.30732E+18,2280805769
1,1.30732E+18,1.35492E+18
1,1.30732E+18,53143589
1,1.30732E+18,2414433138
1,1.30732E+18,1.35373E+18
1,1.30824E+18,1.35302E+18
1,1.30824E+18,2227436731
1,1.30824E+18,9.49086E+17
1,1.30824E+18,538964597
1,1.30824E+18,8.82249E+17
1,1.30824E+18,1.20206E+18
1,1.30824E+18,9.45486E+17
1,1.30824E+18,1.15149E+18
1,1.30824E+18,1.28245E+18
1,1.30824E+18,1.26322E+18
1,1.30824E+18,1.03545E+18
1,1.30824E+18,9.54837E+17
1,1.30824E+18,47527429
1,1.30824E+18,4666179488
1,1.30824E+18,315891651
1,1.30824E+18,1.20364E+18
1,1.30824E+18,9.51376E+17
1,1.30824E+18,1.18856E+18
1,1.30824E+18,1.09926E+18
1,1.30824E+18,9.64652E+17
1,1.30824E+18,7.80543E+17
1,1.30824E+18,392884670
1,1.30824E+18,2742279203
1,1.30824E+18,627476981
1,1.30824E+18,18152452
1,1.30824E+18,1.28159E+18
1,1.30824E+18,2414433138
1,1.30824E+18,9.44593E+17
1,1.30824E+18,1.35783E+18
1,1.30824E+18,1.03542E+18
1,1.30824E+18,81671765
1,1.30824E+18,702303373
1,1.30824E+18,1.13485E+18
1,1.30824E+18,49515709
1,1.30824E+18,1.20376E+18
1,1.30838E+18,502600440
1,1.30838E+18,1.20339E+18
1,1.30838E+18,414803551
1,1.30838E+18,1.31994E+18
1,1.30838E+18,1.34722E+18
1,1.30838E+18,1.35803E+18
1,1.30838E+18,1.36074E+18
1,1.30838E+18,1.15769E+18
1,1.30838E+18,1.34944E+18
1,1.30838E+18,1.12968E+18
1,1.30838E+18,176578819
1,1.30974E+18,1.31745E+18
1,1.31061E+18,1.27496E+18
1,1.31061E+18,190109301
1,1.31061E+18,1.32667E+18
1,1.31061E+18,183362434
1,1.31061E+18,1.35803E+18
1,1.31111E+18,1.06788E+18
1,1.31111E+18,1.35492E+18
1,1.31111E+18,1.09173E+18
1,1.31111E+18,9.30238E+17
1,1.31111E+18,9.4448E+17
1,1.31111E+18,270698032
1,1.31158E+18,2400106946
1,1.31158E+18,8.04462E+17
1,1.31158E+18,2252670684
1,1.31158E+18,607862740
1,1.31158E+18,143761507
1,1.31158E+18,1.03944E+18
1,1.31158E+18,1.23898E+18
1,1.31158E+18,1.15826E+18
1,1.31158E+18,702303373
1,1.31158E+18,9.35265E+17
1,131181656,8.27135E+17
1,1.31238E+18,1.33827E+18
1,1.31315E+18,1.24244E+18
1,1.31315E+18,1.28966E+18
1,1.31315E+18,1.28245E+18
1,1.31315E+18,230028736
1,1.31315E+18,1.01114E+18
1,1.31315E+18,1.04564E+18
1,1.31315E+18,1.09173E+18
1,1.31315E+18,9.47465E+17
1,1.31315E+18,9.46627E+17
1,1.31315E+18,8.84793E+17
1,1.31357E+18,528983483
1,1.31364E+18,1.30255E+18
1,1.31364E+18,468022281
1,1.31364E+18,1.25406E+18
1,1.31364E+18,1.29386E+18
1,1.31364E+18,1.28159E+18
1,1.31364E+18,1.29421E+18
1,1.31364E+18,1.15826E+18
1,1.31364E+18,1.2733E+18
1,1.31364E+18,363122568
1,1.31364E+18,2742279203
1,1.31364E+18,7.6729E+17
1,1.31364E+18,1.26611E+18
1,1.31364E+18,1.28966E+18
1,1.31364E+18,1.01639E+18
1,1.31364E+18,3059706638
1,1.31364E+18,9.12074E+17
1,1.31364E+18,1.29471E+18
1,1.31364E+18,9.45486E+17
1,1.31364E+18,2985086508
1,1.31364E+18,9.92498E+17
1,1.31364E+18,1.28966E+18
1,1.31364E+18,2356812614
1,1.31364E+18,1.23069E+18
1,1.31364E+18,1.30258E+18
1,1.3147E+18,1.29218E+18
1,1.3147E+18,9.69079E+17
1,1.3147E+18,173033375
1,1.3147E+18,9.34871E+17
1,1.3147E+18,1.27514E+18
1,1.31506E+18,1.33066E+18
1,1.31506E+18,128051393
1,1.3157E+18,1.30172E+18
1,1.31647E+18,236709875
1,1.31647E+18,1.35083E+18
1,1.31679E+18,1.29421E+18
1,1.31745E+18,7.00473E+17
1,1.31745E+18,1.25263E+18
1,1.31745E+18,2658827755
1,1.31759E+18,163664036
1,1.31994E+18,1.1319E+18
1,1.32057E+18,1.33267E+18
1,132097541,1.37323E+18
1,1321406095,1.37941E+18
1,1.32148E+18,1.34253E+18
1,1.32279E+18,2668541539
1,1.32279E+18,9.32935E+17
1,1.32506E+18,1.26119E+18
1,1325431674,184813842
1,1325431674,1.29395E+18
1,1325491398,1.00616E+18
1,1.32625E+18,117550842
1,1.32625E+18,9.40169E+17
1,1.32625E+18,9.62035E+17
1,1.32625E+18,9.78128E+17
1,1.32646E+18,9.652E+17
1,1.32667E+18,1.27496E+18
1,1.32667E+18,1.13998E+18
1,1.32667E+18,1.37588E+18
1,1.32667E+18,1.37745E+18
1,1.32667E+18,1.31061E+18
1,1.32667E+18,1.37752E+18
1,1.32667E+18,1.37325E+18
1,1.32667E+18,1.24028E+18
1,1.32667E+18,1.20339E+18
1,1.32667E+18,1.34793E+18
1,1.32667E+18,1.36349E+18
1,1.32667E+18,2270959364
1,1.32667E+18,460968098
1,1.32667E+18,1.36687E+18
1,1.32667E+18,1651182841
1,1.32667E+18,1.37002E+18
1,1.32667E+18,1.22628E+18
1,1.32667E+18,1.37004E+18
1,1.32667E+18,1.37073E+18
1,1.32667E+18,1206041426
1,1.32751E+18,8.0119E+17
1,1.32871E+18,1.32994E+18
1,1.32871E+18,887829151
1,1.32948E+18,1906372862
1,1.32948E+18,336023926
1,1.32948E+18,1.25895E+18
1,1.32948E+18,21259280
1,1.32948E+18,22708353
1,1.32948E+18,169082573
1,1.32948E+18,9.7898E+17
1,1.32948E+18,2780558549
1,1.32964E+18,8.6169E+17
1,1.32964E+18,1.00542E+18
1,1.32964E+18,1217433457
1,1.32978E+18,18152452
1,1.32978E+18,1.35492E+18
1,1.32994E+18,1.32871E+18
1,1.33066E+18,9.48524E+17
1,1.33066E+18,1291076396
1,1.33066E+18,1.37692E+18
1,1.33109E+18,67048579
1,1.33109E+18,1.03165E+18
1,1.3315E+18,1.08123E+18
1,1.3315E+18,1.27426E+18
1,1.33267E+18,1.32057E+18
1,1.33345E+18,1.26211E+18
1,1.33403E+18,1.37268E+18
1,1.33403E+18,2501567072
1,1.33451E+18,1.33345E+18
1,1.33451E+18,3339239405
1,1.33451E+18,9.52558E+17
1,1.33451E+18,157605764
1,1.33451E+18,1.31238E+18
1,1.33451E+18,1.33827E+18
1,1.33451E+18,9.49244E+17
1,1.33451E+18,240095290
1,1.33474E+18,1.18856E+18
1,1.33506E+18,8.61436E+17
1,1.33506E+18,1.33474E+18
1,1.33506E+18,1.27243E+18
1,1.33663E+18,9.08691E+17
1,1.33663E+18,38729611
1,1.33663E+18,1.35373E+18
1,1.33663E+18,18152452
1,1.33663E+18,1.26648E+18
1,1.33663E+18,1.23898E+18
1,1.33663E+18,1.35492E+18
1,1.33663E+18,9.26443E+17
1,1.33663E+18,1.35783E+18
1,1.33663E+18,1.11779E+18
1,1.33663E+18,44820343
1,1.33663E+18,9.64652E+17
1,1.33663E+18,81836528
1,1.33663E+18,4528248976
1,1.33663E+18,1.28713E+18
1,1.33663E+18,270698032
1,1.33663E+18,9.12747E+17
1,1.33663E+18,1.28245E+18
1,1.33663E+18,1.22281E+18
1,1.33663E+18,1.36237E+18
1,1.33663E+18,264085436
1,1.33663E+18,1068355627
1,1.33663E+18,24821879
1,1.33663E+18,1.3657E+18
1,1.33663E+18,1.28776E+18
1,1.33663E+18,1.34102E+18
1,1.33663E+18,1.06788E+18
1,1.33663E+18,9.49086E+17
1,1.33709E+18,3111836591
1,1.33786E+18,322131176
1,1.33791E+18,1.27033E+18
1,1.33791E+18,1.13388E+18
1,1.33827E+18,3339239405
1,1.33848E+18,1.30255E+18
1,1.33848E+18,1.31364E+18
1,1.33848E+18,1.30258E+18
1,1.33848E+18,1.23069E+18
1,1.33848E+18,2356812614
1,1.33848E+18,1.34506E+18
1,1.33848E+18,1.26556E+18
1,1.33848E+18,2470000940
1,1.33848E+18,1.34506E+18
1,1.33848E+18,1.29471E+18
1,1.33848E+18,1.30477E+18
1,1.33848E+18,1.2892E+18
1,1.33848E+18,1.34506E+18
1,1.33848E+18,1.33506E+18
1,1.33848E+18,1.30574E+18
1,1.33848E+18,1928045881
1,1.33848E+18,1.30473E+18
1,1.33848E+18,1.25406E+18
1,1.33848E+18,1.29386E+18
1,1.33848E+18,1.29421E+18
1,1.34028E+18,1.35204E+18
1,1.34086E+18,8.31395E+17
1,1.34086E+18,1.34649E+18
1,1.34086E+18,1.37752E+18
1,1.34086E+18,1.36855E+18
1,1.34086E+18,1.36E+18
1,1.34102E+18,1.33663E+18
1,1.34102E+18,9.49086E+17
1,1.34102E+18,9.42184E+17
1,1.34102E+18,18152452
1,1.34102E+18,1.19171E+18
1,1.34102E+18,1.35492E+18
1,1.34102E+18,9.26443E+17
1,1.34102E+18,627476981
1,1.34102E+18,4528248976
1,1.34102E+18,1.28245E+18
1,1.34102E+18,1.05903E+18
1,1.34102E+18,1.36237E+18
1,1.34102E+18,1.08905E+18
1,1.34102E+18,1.3657E+18
1,1.34253E+18,1.32148E+18
1,134285663,1.36161E+18
1,134285663,1.36292E+18
1,1.34297E+18,322131176
1,1.34297E+18,887829151
1,1.34297E+18,1.03542E+18
1,1.34297E+18,420710798
1,1.34297E+18,1.30015E+18
1,1.34351E+18,9.88993E+17
1,1.34351E+18,1384411003
1,1.34463E+18,1.00134E+18
1,1.34506E+18,1.30255E+18
1,1.34506E+18,1.31364E+18
1,1.34506E+18,1.30258E+18
1,1.34506E+18,1.23069E+18
1,1.34506E+18,2356812614
1,1.34506E+18,1.25406E+18
1,1.34506E+18,1.29386E+18
1,1.34506E+18,1.29421E+18
1,1.34506E+18,1.33848E+18
1,1.34506E+18,1.30574E+18
1,1.34506E+18,1.34506E+18
1,1.34506E+18,1.30477E+18
1,1.34506E+18,1.29471E+18
1,1.34506E+18,1.34506E+18
1,1.34506E+18,2470000940
1,1.34506E+18,1.26556E+18
1,1.34506E+18,1.31364E+18
1,1.34506E+18,1.30258E+18
1,1.34506E+18,1.23069E+18
1,1.34506E+18,2356812614
1,1.34506E+18,1.34506E+18
1,1.34506E+18,1.26556E+18
1,1.34506E+18,2470000940
1,1.34506E+18,1.25406E+18
1,1.34506E+18,1.29386E+18
1,1.34506E+18,1.29421E+18
1,1.34506E+18,1.33848E+18
1,1.34506E+18,1.30574E+18
1,1.34506E+18,1.33506E+18
1,1.34506E+18,1.34506E+18
1,1.34506E+18,1.2892E+18
1,1.34506E+18,1.30477E+18
1,1.34506E+18,1.29471E+18
1,1.34506E+18,1.30255E+18
1,1.34506E+18,1.31364E+18
1,1.34506E+18,1.30258E+18
1,1.34506E+18,1.23069E+18
1,1.34506E+18,2356812614
1,1.34506E+18,1.34506E+18
1,1.34506E+18,1.26556E+18
1,1.34506E+18,2470000940
1,1.34506E+18,1.34506E+18
1,1.34506E+18,1.29471E+18
1,1.34506E+18,1.30477E+18
1,1.34506E+18,1.2892E+18
1,1.34506E+18,1.25406E+18
1,1.34506E+18,1.29386E+18
1,1.34506E+18,1.29421E+18
1,1.34506E+18,1.33848E+18
1,1.34506E+18,1.30574E+18
1,1.34506E+18,1.33506E+18
1,1.34518E+18,1084984824
1,1.34541E+18,1.27514E+18
1,1.34541E+18,3284784283
1,1.34541E+18,9.34871E+17
1,1.34541E+18,1.2892E+18
1,1.34568E+18,7.69619E+17
1,1.34568E+18,3284784283
1,1.3468E+18,1.35938E+18
1,1.3468E+18,1.36875E+18
1,1.3468E+18,9.26443E+17
1,1.3468E+18,7.80543E+17
1,1.3468E+18,1.28713E+18
1,1.3468E+18,1.36017E+18
1,1.3468E+18,1.35461E+18
1,1.3468E+18,313773946
1,1.3468E+18,1.01639E+18
1,1.3468E+18,1.34086E+18
1,1.3468E+18,1.36237E+18
1,1.3468E+18,1.06216E+18
1,1.3468E+18,1.36393E+18
1,1.3468E+18,1.1402E+18
1,1.3468E+18,9.45486E+17
1,1.3468E+18,1.35519E+18
1,1.3468E+18,1.28776E+18
1,1.3468E+18,1.34102E+18
1,1.3468E+18,1.34649E+18
1,1.3468E+18,1.34919E+18
1,1.3468E+18,1.35842E+18
1,1.3468E+18,193990081
1,1.3468E+18,1.37588E+18
1,1.34684E+18,1.37941E+18
1,1.34722E+18,1.34944E+18
1,1.34768E+18,8.29722E+17
1,1.34779E+18,9.39307E+17
1,1.34793E+18,392884670
1,1.34821E+18,1.34448E+18
1,1.34821E+18,253585382
1,1.34821E+18,77757185
1,1.34841E+18,1.37014E+18
1,1.34909E+18,1.35204E+18
1,1.34909E+18,1.25948E+18
1,1.34919E+18,1.36393E+18
1,1.34944E+18,9592092
1,1.34944E+18,1.34722E+18
1,1.34944E+18,1.35469E+18
1,1.34944E+18,11774
1,1350641384,1.29317E+18
1,1.35171E+18,8.07258E+17
1,1.35204E+18,1.34909E+18
1,1.35204E+18,1.27947E+18
1,1.353E+18,1.35274E+18
1,1.353E+18,632202921
1,1.35302E+18,1.30838E+18
1,1.35302E+18,1.30824E+18
1,1.35373E+18,1.33663E+18
1,1.35373E+18,1.28776E+18
1,1.35373E+18,1.3657E+18
1,1.35373E+18,1.22281E+18
1,1.35373E+18,270698032
1,1.35373E+18,1.22452E+18
1,1.35373E+18,1.28713E+18
1,1.35373E+18,4528248976
1,1.35373E+18,1.35783E+18
1,1.35373E+18,9.26443E+17
1,1.35373E+18,9.44593E+17
1,1.35373E+18,1.26648E+18
1,1.35373E+18,18152452
1,1.35461E+18,8.31395E+17
1,1.35461E+18,1.35519E+18
1,1.35461E+18,1.36393E+18
1,1.35461E+18,7.74188E+17
1,1.35469E+18,215098522
1,1.35475E+18,1.23293E+18
1,1.35475E+18,1.29566E+18
1,1.35475E+18,1.23127E+18
1,1.35492E+18,9.08691E+17
1,1.35492E+18,1.33663E+18
1,1.35492E+18,9.49086E+17
1,1.35492E+18,538964597
1,1.35492E+18,1.06788E+18
1,1.35492E+18,1.34102E+18
1,1.35492E+18,1.28776E+18
1,1.35492E+18,1.3657E+18
1,1.35492E+18,1.08428E+18
1,1.35492E+18,1.31111E+18
1,1.35492E+18,1.28245E+18
1,1.35492E+18,9.54837E+17
1,1.35492E+18,2753375391
1,1.35492E+18,270698032
1,1.35492E+18,3388780323
1,1.35492E+18,4528248976
1,1.35492E+18,81836528
