,time,open,close,high,low,volume,id_date
1993,2021-03-02 08:18:00+08:00,49840.0,49926.21054906,49961.0,49818.0,27.15684988,20210302
1992,2021-03-02 08:19:00+08:00,49926.88737839,49882.0,49944.99146296,49882.0,0.83825167,20210302
1991,2021-03-02 08:20:00+08:00,49893.0,49889.28658736,49903.32077539,49846.939491,1.68119054,20210302
1990,2021-03-02 08:21:00+08:00,49879.0,49926.0,49926.0,49855.0,5.82319286,20210302
1989,2021-03-02 08:22:00+08:00,49926.21054906,50000.0,50000.0,49926.21054906,88.83960934,20210302
1988,2021-03-02 08:23:00+08:00,50000.0,50000.0,50000.0,49997.0,95.7997736,20210302
1987,2021-03-02 08:24:00+08:00,50000.0,50000.0,50000.0,49999.0,389.28193787,20210302
1986,2021-03-02 08:25:00+08:00,50000.0,50000.0,50000.0,49999.0,51.31680704,20210302
1985,2021-03-02 08:26:00+08:00,49999.0,49999.0,50000.0,49999.0,27.37207379,20210302
1984,2021-03-02 08:27:00+08:00,50000.0,50099.09205648,50100.0,49999.53807,528.12815882,20210302
1983,2021-03-02 08:28:00+08:00,50100.0,50098.0,50122.0,50075.0,16.66053084,20210302
1982,2021-03-02 08:29:00+08:00,50111.0,50120.0,50148.0,50105.0,39.14611462,20210302
1981,2021-03-02 08:30:00+08:00,50119.0,50026.0,50119.0,50002.0,18.81193357,20210302
1980,2021-03-02 08:31:00+08:00,50038.0,49937.6530815,50084.0,49856.0,48.12364817,20210302
1979,2021-03-02 08:32:00+08:00,49937.6530815,49841.0,49960.0,49821.0,10.65376351,20210302
1978,2021-03-02 08:33:00+08:00,49828.0,49789.0,49831.0,49700.0,8.12888817,20210302
1977,2021-03-02 08:34:00+08:00,49788.0,49775.0,49839.0,49735.0,5.09233045,20210302
1976,2021-03-02 08:35:00+08:00,49775.0,49654.0,49781.0,49640.0,28.85309192,20210302
1975,2021-03-02 08:36:00+08:00,49654.0,49765.0,49765.39405707,49654.0,7.14116436,20210302
1974,2021-03-02 08:37:00+08:00,49764.0,49830.0,49837.0,49764.0,11.44999438,20210302
1973,2021-03-02 08:38:00+08:00,49833.0,49701.0,49833.0,49700.0,14.94586009,20210302
1972,2021-03-02 08:39:00+08:00,49701.0,49779.0,49794.0,49700.0,7.44696228,20210302
1971,2021-03-02 08:40:00+08:00,49782.0,49804.0,49804.0,49781.0,0.6813,20210302
1970,2021-03-02 08:41:00+08:00,49805.0,49797.0,49809.0,49794.0,1.15000805,20210302
1969,2021-03-02 08:42:00+08:00,49796.0,49631.0,49796.0,49619.0,19.46071198,20210302
1968,2021-03-02 08:43:00+08:00,49627.0,49511.0,49637.70090585,49511.0,10.598951809999999,20210302
1967,2021-03-02 08:44:00+08:00,49511.0,49641.707268,49641.707268,49511.0,5.69392335,20210302
1966,2021-03-02 08:45:00+08:00,49612.0,49703.0,49707.0,49612.0,2.1517927599999997,20210302
1965,2021-03-02 08:46:00+08:00,49707.968496,49540.0,49718.8112424,49540.0,1.00293461,20210302
1964,2021-03-02 08:47:00+08:00,49540.0,49500.0,49540.0,49500.0,27.722435869999998,20210302
1963,2021-03-02 08:48:00+08:00,49500.0,49346.0,49501.0,49333.0,13.29416315,20210302
1962,2021-03-02 08:49:00+08:00,49346.0,49387.0,49417.6238424,49312.0,7.84560838,20210302
1961,2021-03-02 08:50:00+08:00,49392.0,49388.0,49392.0,49300.0,4.37043343,20210302
1960,2021-03-02 08:51:00+08:00,49389.0,49444.0,49477.0,49389.0,7.73419122,20210302
1959,2021-03-02 08:52:00+08:00,49477.8613224,49472.0,49500.0,49470.0,0.6859500000000001,20210302
1958,2021-03-02 08:53:00+08:00,49457.0,49368.0,49457.0,49325.52438184,1.52310238,20210302
1957,2021-03-02 08:54:00+08:00,49354.0,49444.0,49448.63695531,49354.0,0.77737067,20210302
1956,2021-03-02 08:55:00+08:00,49430.0,49504.0,49523.0,49430.0,2.58640449,20210302
1955,2021-03-02 08:56:00+08:00,49514.0,49483.0,49514.0,49417.31976629,3.02975825,20210302
1954,2021-03-02 08:57:00+08:00,49454.0,49320.0,49471.77106564,49320.0,2.8294162099999998,20210302
1953,2021-03-02 08:58:00+08:00,49320.0,49348.0,49364.0,49315.0,1.68328735,20210302
1952,2021-03-02 08:59:00+08:00,49330.0,49358.29891006,49387.0,49330.0,1.19861173,20210302
1951,2021-03-02 09:00:00+08:00,49338.05981188,49301.0,49338.05981188,49300.0,1.79404656,20210302
2071,2021-03-02 09:01:00+08:00,49301.0,49275.0,49301.0,49258.32480665,16.69070355,20210302
2070,2021-03-02 09:02:00+08:00,49263.154784,49259.0,49274.0,49256.0,0.54857373,20210302
2069,2021-03-02 09:03:00+08:00,49259.0,49122.0,49261.0,49120.24189093,36.56222347,20210302
2068,2021-03-02 09:04:00+08:00,49139.0,49067.0,49139.0,49067.0,10.34836433,20210302
2067,2021-03-02 09:05:00+08:00,49067.0,49037.0,49069.0,49000.0,7.0975271,20210302
2066,2021-03-02 09:06:00+08:00,49039.0,49156.0,49174.0,49039.0,10.14052372,20210302
2065,2021-03-02 09:07:00+08:00,49156.0,49205.0,49205.0,49156.0,1.1504277,20210302
2064,2021-03-02 09:08:00+08:00,49205.0,49214.0,49215.0,49205.0,0.64775675,20210302
2063,2021-03-02 09:09:00+08:00,49213.0,49275.350534,49275.350534,49213.0,0.52384745,20210302
2062,2021-03-02 09:10:00+08:00,49269.0,49218.0,49269.0,49211.4370334,1.4874432100000001,20210302
2061,2021-03-02 09:11:00+08:00,49212.0,49190.0,49212.6652,49190.0,0.61866699,20210302
2060,2021-03-02 09:12:00+08:00,49191.0,49170.0,49191.0,49170.0,2.1469752,20210302
2059,2021-03-02 09:13:00+08:00,49169.0,49047.79197501,49169.0,49047.79197501,5.6733837,20210302
2058,2021-03-02 09:14:00+08:00,49057.0,49003.0,49057.0,49003.0,0.72574184,20210302
2057,2021-03-02 09:15:00+08:00,49003.0,48938.76216531,49003.0,48885.0,26.28583455,20210302
2056,2021-03-02 09:16:00+08:00,48923.0,48860.0,48923.0,48821.0,8.50023473,20210302
2055,2021-03-02 09:17:00+08:00,48878.0,48758.0,48887.0,48755.0,8.65679416,20210302
2054,2021-03-02 09:18:00+08:00,48764.0,48858.0,48858.0,48755.0,2.38936787,20210302
2053,2021-03-02 09:19:00+08:00,48857.0,48933.0,48933.0,48857.0,0.9660668800000001,20210302
2052,2021-03-02 09:20:00+08:00,48933.23800158,48970.0,48971.0,48933.23800158,3.4018908,20210302
2051,2021-03-02 09:21:00+08:00,48971.0,49059.0,49073.0,48971.0,11.06895302,20210302
2050,2021-03-02 09:22:00+08:00,49060.0,49145.0,49153.0,49059.0,2.14616088,20210302
2049,2021-03-02 09:23:00+08:00,49145.0,49168.0,49176.0,49145.0,3.92119154,20210302
2048,2021-03-02 09:24:00+08:00,49167.0,49168.0,49168.0,49167.0,0.59677636,20210302
2047,2021-03-02 09:25:00+08:00,49168.0,49227.0,49230.0,49167.0,2.85653183,20210302
2046,2021-03-02 09:26:00+08:00,49230.0,49146.0,49254.0,49145.0,11.92995153,20210302
2045,2021-03-02 09:27:00+08:00,49145.0,49127.0,49145.0,49120.0,3.0656092900000003,20210302
2044,2021-03-02 09:28:00+08:00,49126.0,49050.0,49132.0,49050.0,14.86466797,20210302
2043,2021-03-02 09:29:00+08:00,49053.0,48909.0,49053.0,48902.0,12.7005765,20210302
2042,2021-03-02 09:30:00+08:00,48915.0,48842.0,48915.0,48842.0,1.01306063,20210302
2041,2021-03-02 09:31:00+08:00,48841.28178125,48814.0,48841.28178125,48810.0,0.46297799,20210302
2040,2021-03-02 09:32:00+08:00,48810.0,48897.377518,48897.377518,48810.0,4.98202991,20210302
2039,2021-03-02 09:33:00+08:00,48916.0,49160.0,49160.0,48916.0,3.62576349,20210302
2038,2021-03-02 09:34:00+08:00,49160.0,49188.0,49218.0,49150.0,22.76107034,20210302
2037,2021-03-02 09:35:00+08:00,49193.0,49134.0,49278.0,49134.0,7.71075763,20210302
2036,2021-03-02 09:36:00+08:00,49134.0,49056.0,49143.0,49056.0,2.15672523,20210302
2035,2021-03-02 09:37:00+08:00,49055.64995255,48992.50159,49055.64995255,48987.05748236,10.7207948,20210302
2034,2021-03-02 09:38:00+08:00,48985.85410569,49017.0,49086.0,48972.0,2.57972644,20210302
2033,2021-03-02 09:39:00+08:00,49018.0,49139.0,49139.0,49017.0,1.90421918,20210302
2032,2021-03-02 09:40:00+08:00,49139.0,49130.0,49174.0,49105.0,5.84677936,20210302
2031,2021-03-02 09:41:00+08:00,49141.0,49170.0,49170.0,49141.0,0.42767046000000003,20210302
2030,2021-03-02 09:42:00+08:00,49160.0,49179.0,49190.0,49160.0,2.47041603,20210302
2029,2021-03-02 09:43:00+08:00,49179.0,49143.7440455,49179.0,49137.0,2.03921949,20210302
2028,2021-03-02 09:44:00+08:00,49149.0,49144.0,49149.30172048,49143.0,6.37889054,20210302
2027,2021-03-02 09:45:00+08:00,49145.0,49143.7393278,49151.0,49143.0,5.9388604,20210302
2026,2021-03-02 09:46:00+08:00,49143.0,49139.0,49143.0,49122.0,4.17408187,20210302
2025,2021-03-02 09:47:00+08:00,49139.0,49131.0,49139.0,49127.0,0.02354912,20210302
2024,2021-03-02 09:48:00+08:00,49127.0,49128.0,49131.0,49120.0,0.05,20210302
2023,2021-03-02 09:49:00+08:00,49128.0,49240.0,49240.0,49120.0,14.47330079,20210302
2022,2021-03-02 09:50:00+08:00,49240.0,49280.14910204,49280.14910204,49218.0,1.04960258,20210302
2021,2021-03-02 09:51:00+08:00,49280.14910204,49285.0,49285.0,49278.0,0.44005588,20210302
2020,2021-03-02 09:52:00+08:00,49286.0,49303.0,49303.0,49286.0,0.25268098,20210302
2019,2021-03-02 09:53:00+08:00,49302.0,49349.0,49349.0,49302.0,0.57455547,20210302
2018,2021-03-02 09:54:00+08:00,49349.0,49370.0,49373.0,49349.0,5.7143547,20210302
2017,2021-03-02 09:55:00+08:00,49369.0,49369.0,49372.0,49363.0,2.27033175,20210302
2016,2021-03-02 09:56:00+08:00,49368.0,49349.0,49368.0,49348.0,18.27944931,20210302
2015,2021-03-02 09:57:00+08:00,49349.0,49378.0,49378.0,49347.0,34.51811197,20210302
2014,2021-03-02 09:58:00+08:00,49378.0,49398.0,49425.0,49378.0,0.86320586,20210302
2013,2021-03-02 09:59:00+08:00,49407.0,49345.962906,49407.0,49345.0,3.93111328,20210302
2012,2021-03-02 10:00:00+08:00,49354.514489,49476.0,49478.98917087,49327.0,11.34604517,20210302
2132,2021-03-02 10:01:00+08:00,49478.98917087,49443.0,49497.0,49392.0,5.3335657,20210302
2131,2021-03-02 10:02:00+08:00,49442.0,49426.0,49474.0,49401.0,2.20956378,20210302
2130,2021-03-02 10:03:00+08:00,49419.0,49113.66831475,49419.0,49034.0,17.41786798,20210302
2129,2021-03-02 10:04:00+08:00,49096.53423435,49202.0,49238.0,49083.0,4.31135942,20210302
2128,2021-03-02 10:05:00+08:00,49212.0,49179.0,49239.0,49167.0,0.85181187,20210302
2127,2021-03-02 10:06:00+08:00,49190.0,49146.0,49190.0,49044.0,8.37566599,20210302
2126,2021-03-02 10:07:00+08:00,49125.0,49198.0,49210.785762,49057.12594094,6.86044,20210302
2125,2021-03-02 10:08:00+08:00,49176.165861,49264.0,49310.96510847,49176.165861,0.54577568,20210302
2124,2021-03-02 10:09:00+08:00,49295.0,49311.0,49413.22259302,49292.0,5.09639962,20210302
2123,2021-03-02 10:10:00+08:00,49311.0,49349.0,49382.0,49311.0,1.248272,20210302
2122,2021-03-02 10:11:00+08:00,49339.0,49293.0,49355.0,49293.0,11.25733177,20210302
2121,2021-03-02 10:12:00+08:00,49310.0,49387.0,49408.0,49310.0,5.09366154,20210302
2120,2021-03-02 10:13:00+08:00,49369.0,49387.0,49416.34512885,49326.0,0.42423107,20210302
2119,2021-03-02 10:14:00+08:00,49400.0,49454.0,49462.352433,49397.0,3.6666509400000002,20210302
2118,2021-03-02 10:15:00+08:00,49449.0,49447.0,49491.0,49437.0,0.43010841,20210302
2117,2021-03-02 10:16:00+08:00,49467.0,49398.65574887,49469.0,49398.65574887,0.30326012999999996,20210302
2116,2021-03-02 10:17:00+08:00,49397.45245908,49400.0,49461.41655,49390.0,0.50536027,20210302
2115,2021-03-02 10:18:00+08:00,49400.0,49413.0,49488.90891395,49384.0,1.50482253,20210302
2114,2021-03-02 10:19:00+08:00,49396.0,49476.0,49515.0,49396.0,7.96585573,20210302
2113,2021-03-02 10:20:00+08:00,49478.0,49388.0,49513.0,49388.0,11.78332582,20210302
2112,2021-03-02 10:21:00+08:00,49388.0,49327.585281,49388.0,49312.0,3.50562384,20210302
2111,2021-03-02 10:22:00+08:00,49352.0,49291.0,49402.0,49283.13992903,0.4351623,20210302
2110,2021-03-02 10:23:00+08:00,49299.0,49217.0,49301.0,49217.0,0.3362,20210302
2109,2021-03-02 10:24:00+08:00,49218.0,49415.0,49415.0,49216.53865544,4.40725153,20210302
2108,2021-03-02 10:25:00+08:00,49415.44674768,49332.0,49432.0,49312.0,0.27605250000000003,20210302
2107,2021-03-02 10:26:00+08:00,49342.0,49324.0,49352.0,49324.0,0.15775797,20210302
2106,2021-03-02 10:27:00+08:00,49332.0,49437.0,49439.0,49311.0,1.68953013,20210302
2105,2021-03-02 10:28:00+08:00,49432.0,49451.0,49488.0,49366.0,5.42758716,20210302
2104,2021-03-02 10:29:00+08:00,49471.0,49391.97198516,49560.0,49388.0,6.28323094,20210302
2103,2021-03-02 10:30:00+08:00,49425.0,49451.0,49510.03241392,49420.0,1.36833699,20210302
2102,2021-03-02 10:31:00+08:00,49457.0,49576.0,49576.0,49452.457988,0.30508397,20210302
2101,2021-03-02 10:32:00+08:00,49575.0,49721.0,49722.0,49575.0,13.20743023,20210302
2100,2021-03-02 10:33:00+08:00,49721.0,49756.36867229,49789.0,49648.0,9.68411963,20210302
2099,2021-03-02 10:34:00+08:00,49756.0,49755.0,49780.0,49730.0,0.6514412700000001,20210302
2098,2021-03-02 10:35:00+08:00,49746.0,49703.0,49746.0,49637.0,2.2017493,20210302
2097,2021-03-02 10:36:00+08:00,49703.0,49743.0,49760.53924886,49702.0,0.93416018,20210302
2096,2021-03-02 10:37:00+08:00,49749.41771134,49760.53924886,49773.4561632,49719.0,0.91636961,20210302
2095,2021-03-02 10:38:00+08:00,49753.58828791,49704.0,49759.0,49704.0,0.43574041,20210302
2094,2021-03-02 10:39:00+08:00,49708.0,49641.0,49708.0,49635.0,1.56500297,20210302
2093,2021-03-02 10:40:00+08:00,49648.0,49701.0,49714.471733,49631.0,2.47624452,20210302
2092,2021-03-02 10:41:00+08:00,49684.0,49640.0,49708.0,49639.0,5.09887288,20210302
2091,2021-03-02 10:42:00+08:00,49643.0,49640.0,49643.0,49591.0,2.6495914,20210302
2090,2021-03-02 10:43:00+08:00,49640.0,49697.0,49697.0,49626.0,1.06513216,20210302
2089,2021-03-02 10:44:00+08:00,49673.0,49667.0,49673.0,49621.0,0.12932728000000002,20210302
2088,2021-03-02 10:45:00+08:00,49655.0,49611.0,49655.0,49610.0,1.2228679199999999,20210302
2087,2021-03-02 10:46:00+08:00,49611.0,49617.0,49628.45724747,49534.59386721,9.7359478,20210302
2086,2021-03-02 10:47:00+08:00,49629.66062414,49698.67027764,49698.67027764,49629.66062414,0.43380515000000003,20210302
2085,2021-03-02 10:48:00+08:00,49684.0,49611.0,49684.0,49611.0,1.98323355,20210302
2084,2021-03-02 10:49:00+08:00,49604.38971407,49649.0,49649.0,49581.0,0.208219,20210302
2083,2021-03-02 10:50:00+08:00,49649.99469696,49561.0,49649.99469696,49561.0,1.82350243,20210302
2082,2021-03-02 10:51:00+08:00,49580.0,49645.30452085,49654.0,49580.0,1.97430547,20210302
2081,2021-03-02 10:52:00+08:00,49624.96949802,49578.0,49624.96949802,49563.7967895,1.96201007,20210302
2080,2021-03-02 10:53:00+08:00,49604.0,49560.0,49631.0,49554.0,6.17941562,20210302
2079,2021-03-02 10:54:00+08:00,49553.0,49484.0,49553.0,49446.0,1.07973531,20210302
2078,2021-03-02 10:55:00+08:00,49461.0,49327.0,49461.0,49322.73392419,2.5865092,20210302
2077,2021-03-02 10:56:00+08:00,49322.73392419,49360.0,49364.6014368,49278.0,3.20685065,20210302
2076,2021-03-02 10:57:00+08:00,49330.0,49205.0,49330.0,49205.0,0.54025875,20210302
2075,2021-03-02 10:58:00+08:00,49205.0,49174.0,49294.9028832,49174.0,1.5037247,20210302
2074,2021-03-02 10:59:00+08:00,49179.53976,49269.6672,49269.6672,49171.0,2.00753464,20210302
2073,2021-03-02 11:00:00+08:00,49270.8688992,49124.0,49296.0,49123.0,2.68849387,20210302
2193,2021-03-02 11:01:00+08:00,49122.78252403,49210.7839392,49210.7839392,49073.0,0.81131151,20210302
2192,2021-03-02 11:02:00+08:00,49207.1788416,49224.0026304,49238.4230208,49137.0,0.8084035700000001,20210302
2191,2021-03-02 11:03:00+08:00,49213.0,49278.592818,49297.0,49185.0,1.79773449,20210302
2190,2021-03-02 11:04:00+08:00,49290.0,49186.0,49297.0,49186.0,0.68192761,20210302
2189,2021-03-02 11:05:00+08:00,49185.0,49267.0,49279.0,49179.0,0.91906,20210302
2188,2021-03-02 11:06:00+08:00,49262.0,49319.0,49322.0,49258.0,0.26193768,20210302
2187,2021-03-02 11:07:00+08:00,49298.0,49339.0,49339.0,49266.0,1.50577448,20210302
2186,2021-03-02 11:08:00+08:00,49339.0,49349.0,49377.0,49322.0,0.83984537,20210302
2185,2021-03-02 11:09:00+08:00,49376.0,49372.0,49377.0,49344.0,0.13892253000000002,20210302
2184,2021-03-02 11:10:00+08:00,49367.0,49318.0,49369.0,49318.0,0.55799317,20210302
2183,2021-03-02 11:11:00+08:00,49321.0,49354.0,49354.0,49316.068458,0.05144833,20210302
2182,2021-03-02 11:12:00+08:00,49319.0,49390.94605328,49390.94605328,49319.0,0.9916,20210302
2181,2021-03-02 11:13:00+08:00,49387.0,49375.0,49389.0,49375.0,0.23968588,20210302
2180,2021-03-02 11:14:00+08:00,49357.0,49373.0,49376.764136,49346.97015795,0.30690176,20210302
2179,2021-03-02 11:15:00+08:00,49362.0,49200.0,49362.0,49200.0,15.94873497,20210302
2178,2021-03-02 11:16:00+08:00,49241.18112849,49211.0,49289.0,49211.0,0.64622061,20210302
2177,2021-03-02 11:17:00+08:00,49199.76947806,49255.0,49268.0,49170.0,3.71594096,20210302
2176,2021-03-02 11:18:00+08:00,49233.0,49183.0,49233.0,49094.22931378,2.7964736,20210302
2175,2021-03-02 11:19:00+08:00,49162.0,49101.0,49162.0,49094.0,0.23335026,20210302
2174,2021-03-02 11:20:00+08:00,49126.0,49142.0,49184.0,49094.0,6.047598,20210302
2173,2021-03-02 11:21:00+08:00,49174.0,49173.0,49174.0,49173.0,0.36090625,20210302
2172,2021-03-02 11:22:00+08:00,49169.0,49043.0,49169.0,49042.0,2.46158267,20210302
2171,2021-03-02 11:23:00+08:00,49042.0,49089.0,49089.0,48981.52985481,25.22513499,20210302
2170,2021-03-02 11:24:00+08:00,49088.0,48986.0,49102.0,48986.0,2.6902695199999997,20210302
2169,2021-03-02 11:25:00+08:00,48986.0,49037.0,49053.0,48983.0,0.13622576,20210302
2168,2021-03-02 11:26:00+08:00,49040.003575,49011.0,49103.0,49011.0,1.20967969,20210302
2167,2021-03-02 11:27:00+08:00,49014.0,49039.0,49039.0,48931.0,6.63253986,20210302
2166,2021-03-02 11:28:00+08:00,49037.0,48952.0,49037.0,48921.0,2.4475607,20210302
2165,2021-03-02 11:29:00+08:00,48953.0,48944.0,49018.0,48944.0,0.80899463,20210302
2164,2021-03-02 11:30:00+08:00,48944.0,48999.0,49027.0,48918.0,1.54080311,20210302
2163,2021-03-02 11:31:00+08:00,48999.60921252,48963.0,48999.60921252,48888.0,0.93383265,20210302
2162,2021-03-02 11:32:00+08:00,48976.0,48913.0,49022.0,48900.0,1.23246801,20210302
2161,2021-03-02 11:33:00+08:00,48925.0,48985.0,48985.0,48893.0,10.51396048,20210302
2160,2021-03-02 11:34:00+08:00,48971.0,49055.0,49066.0,48970.440127,3.09872253,20210302
2159,2021-03-02 11:35:00+08:00,49037.0,48966.0,49039.0,48962.0,0.22429057,20210302
2158,2021-03-02 11:36:00+08:00,48991.0,49025.0,49058.0,48991.0,0.30449463,20210302
2157,2021-03-02 11:37:00+08:00,49000.0,49032.0,49040.27084873,48963.0,1.86404549,20210302
2156,2021-03-02 11:38:00+08:00,49027.0,49021.0,49063.0,49000.0,3.30840407,20210302
2155,2021-03-02 11:39:00+08:00,49020.0,48992.0,49055.0,48992.0,0.25854279,20210302
2154,2021-03-02 11:40:00+08:00,48993.0,49022.0,49022.0,48963.0,2.09749225,20210302
2153,2021-03-02 11:41:00+08:00,49022.23647518,48973.0,49028.0,48973.0,1.08603918,20210302
2152,2021-03-02 11:42:00+08:00,48973.0,49010.70494,49015.0,48973.0,5.3609599999999995,20210302
2151,2021-03-02 11:43:00+08:00,49020.0,48918.0,49020.0,48891.0,5.51724214,20210302
2150,2021-03-02 11:44:00+08:00,48921.0,48880.0,48921.0,48880.0,0.26578321,20210302
2149,2021-03-02 11:45:00+08:00,48880.70855128,48854.0,48919.0,48850.0,2.15831687,20210302
2148,2021-03-02 11:46:00+08:00,48854.0,48854.0,48900.0,48850.0,0.90835152,20210302
2147,2021-03-02 11:47:00+08:00,48855.0,48914.0,48939.0,48855.0,0.57665027,20210302
2146,2021-03-02 11:48:00+08:00,48889.04333164,48979.0,48979.0,48887.0,1.154545,20210302
2145,2021-03-02 11:49:00+08:00,48979.25793216,49016.0,49056.0,48979.25793216,4.33912877,20210302
2144,2021-03-02 11:50:00+08:00,49002.0,49080.0,49080.0,49002.0,1.0884042,20210302
2143,2021-03-02 11:51:00+08:00,49051.0,49061.270054,49063.0,49026.0,3.09964257,20210302
2142,2021-03-02 11:52:00+08:00,49054.715317,49016.0,49054.715317,49016.0,0.18803715000000001,20210302
2141,2021-03-02 11:53:00+08:00,49006.0,48982.0,49006.0,48928.0,2.26771667,20210302
2140,2021-03-02 11:54:00+08:00,49002.0,49027.0,49027.0,49002.0,0.42086199999999996,20210302
2139,2021-03-02 11:55:00+08:00,49011.0,48985.0,49020.37668,48985.0,0.43013974,20210302
2138,2021-03-02 11:56:00+08:00,48985.0,48940.0,48985.0,48927.11016375,1.44081674,20210302
2137,2021-03-02 11:57:00+08:00,48979.0,48967.0,48981.0,48961.37466,0.09115359,20210302
2136,2021-03-02 11:58:00+08:00,48983.0,48992.0,49023.0,48983.0,0.5350247,20210302
2135,2021-03-02 11:59:00+08:00,48972.0,48949.0,48972.0,48949.0,0.57575864,20210302
2134,2021-03-02 12:00:00+08:00,48966.0,48923.0,48969.0,48923.0,2.03673367,20210302
2254,2021-03-02 12:01:00+08:00,48922.97652,48885.0,48922.97652,48884.57838,2.08942083,20210302
2253,2021-03-02 12:02:00+08:00,48886.0,49110.46566791,49148.00946,48886.0,18.25592315,20210302
2252,2021-03-02 12:03:00+08:00,49079.0,49197.0,49200.0,49061.0,23.01194828,20210302
2251,2021-03-02 12:04:00+08:00,49188.257825,49229.7005954,49230.04775338,49146.12455,2.82072894,20210302
2250,2021-03-02 12:05:00+08:00,49215.0,49072.0,49215.0,49072.0,1.84643533,20210302
2249,2021-03-02 12:06:00+08:00,49072.0,49007.0,49090.0,49007.0,1.16931794,20210302
2248,2021-03-02 12:07:00+08:00,49012.0,49034.0,49099.0,49012.0,2.39008698,20210302
2247,2021-03-02 12:08:00+08:00,49026.0,48995.0,49026.0,48995.0,0.6649883799999999,20210302
2246,2021-03-02 12:09:00+08:00,48991.93676686,48936.0,48999.0,48935.0,0.37870849,20210302
2245,2021-03-02 12:10:00+08:00,48936.0,48980.0,49006.0,48927.0,8.99801647,20210302
2244,2021-03-02 12:11:00+08:00,48946.0,48957.0,48962.0,48922.6921911,7.46773824,20210302
2243,2021-03-02 12:12:00+08:00,48984.145515,48927.0,49017.1563155,48927.0,0.35475027000000003,20210302
2242,2021-03-02 12:13:00+08:00,48927.0,48875.0,48934.0,48864.0,2.0898478700000003,20210302
2241,2021-03-02 12:14:00+08:00,48876.0,48897.0,48925.0,48818.0,10.9114633,20210302
2240,2021-03-02 12:15:00+08:00,48874.0,48758.57635437,48874.0,48758.57635437,6.75697258,20210302
2239,2021-03-02 12:16:00+08:00,48758.57635437,48708.06553359,48815.0,48676.0,23.65304535,20210302
2238,2021-03-02 12:17:00+08:00,48716.0,48685.415064,48746.275344,48631.0,6.13364454,20210302
2237,2021-03-02 12:18:00+08:00,48668.561448,48707.0,48729.0,48628.0,1.38839041,20210302
2236,2021-03-02 12:19:00+08:00,48728.0,48720.0,48755.0,48673.12567678,0.15145,20210302
2235,2021-03-02 12:20:00+08:00,48752.0,48925.0,48933.0,48742.0,1.2996693,20210302
2234,2021-03-02 12:21:00+08:00,48927.0,48848.0,48927.0,48816.19613552,4.26331368,20210302
2233,2021-03-02 12:22:00+08:00,48834.0,48890.0,48892.0,48834.0,4.85659743,20210302
2232,2021-03-02 12:23:00+08:00,48892.0,48851.0,48892.0,48825.0,1.39333757,20210302
2231,2021-03-02 12:24:00+08:00,48851.0,48816.0,48851.0,48816.0,1.1827735,20210302
2230,2021-03-02 12:25:00+08:00,48811.0,48741.0,48811.0,48711.894833,5.96854304,20210302
2229,2021-03-02 12:26:00+08:00,48741.0,48742.0,48805.25496,48741.0,2.1312585900000003,20210302
2228,2021-03-02 12:27:00+08:00,48738.0,48715.0,48791.0,48715.0,0.17250277,20210302
2227,2021-03-02 12:28:00+08:00,48727.0,48784.65768,48784.65768,48727.0,0.84743839,20210302
2226,2021-03-02 12:29:00+08:00,48743.0,48736.0,48785.0,48730.0,0.5768615,20210302
2225,2021-03-02 12:30:00+08:00,48738.0,48791.77954725,48791.77954725,48737.0,1.282348,20210302
2224,2021-03-02 12:31:00+08:00,48792.98205568,48823.04476643,48823.04476643,48776.0,2.30679971,20210302
2223,2021-03-02 12:32:00+08:00,48821.842258,48839.0,48839.0,48777.0,0.48484056,20210302
2222,2021-03-02 12:33:00+08:00,48839.0,48859.558142,48873.0,48820.22683397,0.62303622,20210302
2221,2021-03-02 12:34:00+08:00,48862.0,48915.716402,48915.716402,48814.0,0.34767406,20210302
2220,2021-03-02 12:35:00+08:00,48885.0,48896.0,48896.0,48866.0,0.21926078999999998,20210302
2219,2021-03-02 12:36:00+08:00,48880.0,48905.420721,48905.420721,48814.0,6.76818657,20210302
2218,2021-03-02 12:37:00+08:00,48905.678989,48939.0,48961.0,48905.678989,1.08904821,20210302
2217,2021-03-02 12:38:00+08:00,48928.0,49015.0,49015.0,48924.0,14.90098732,20210302
2216,2021-03-02 12:39:00+08:00,49015.0,49092.0,49092.0,49013.8906942,15.9840845,20210302
2215,2021-03-02 12:40:00+08:00,49084.0,49032.0,49088.0,49012.0,2.47636027,20210302
2214,2021-03-02 12:41:00+08:00,49012.0,49006.0,49015.0,48999.0,5.3691699999999996,20210302
2213,2021-03-02 12:42:00+08:00,49011.0,49060.0,49060.0,49011.0,0.70099514,20210302
2212,2021-03-02 12:43:00+08:00,49058.0,49049.0,49058.0,49039.38961626,0.14427082,20210302
2211,2021-03-02 12:44:00+08:00,49049.0,48987.0,49049.0,48984.0,6.72474531,20210302
2210,2021-03-02 12:45:00+08:00,48984.0,49037.0,49037.0,48980.0,0.24836573,20210302
2209,2021-03-02 12:46:00+08:00,49037.0,49062.0,49073.82733265,49037.0,0.09827864,20210302
2208,2021-03-02 12:47:00+08:00,49050.0,48983.0,49050.0,48983.0,4.819027,20210302
2207,2021-03-02 12:48:00+08:00,48983.0,49027.0,49027.0,48983.0,4.07110888,20210302
2206,2021-03-02 12:49:00+08:00,49032.14170984,49037.0,49050.0,49026.0,0.05325788,20210302
